Var1,Var2,Overlap,Dissimilarity,Transfer_1,Transfer_2,Inoculum_1,Inoculum_2,Same_Inoculum,Same_Transfer
Glucose.2.2.1,Glucose.2.1.1,0.877353203049252,0.314161883338691,1,1,2,2,TRUE,TRUE
Glucose.2.3.1,Glucose.2.1.1,0.983670347612382,0.391344873031406,1,1,2,2,TRUE,TRUE
Glucose.2.4.1,Glucose.2.1.1,0.991699148896068,0.50880259443774,1,1,2,2,TRUE,TRUE
Glucose.2.5.1,Glucose.2.1.1,0.868132079851439,0.497646819716458,1,1,2,2,TRUE,TRUE
Glucose.2.6.1,Glucose.2.1.1,0.820291194490394,0.333560402702832,1,1,2,2,TRUE,TRUE
Glucose.2.7.1,Glucose.2.1.1,0.980518466976874,0.289357724324177,1,1,2,2,TRUE,TRUE
Glucose.2.8.1,Glucose.2.1.1,0.825742426769022,0.595867320283897,1,1,2,2,TRUE,TRUE
Glucose.6.1.1,Glucose.2.1.1,0.603617083585891,0.394691188573078,1,1,6,2,FALSE,TRUE
Glucose.6.2.1,Glucose.2.1.1,0.690709746589355,0.273457657679498,1,1,6,2,FALSE,TRUE
Glucose.6.3.1,Glucose.2.1.1,0.409579010108136,0.668190506359042,1,1,6,2,FALSE,TRUE
Glucose.6.4.1,Glucose.2.1.1,0.243407397174272,0.460828804746781,1,1,6,2,FALSE,TRUE
Glucose.6.5.1,Glucose.2.1.1,0.528988646893654,0.383427994296236,1,1,6,2,FALSE,TRUE
Glucose.6.6.1,Glucose.2.1.1,0.533426009850282,0.442262345485976,1,1,6,2,FALSE,TRUE
Glucose.6.7.1,Glucose.2.1.1,0.54065249193403,0.674105209680051,1,1,6,2,FALSE,TRUE
Glucose.6.8.1,Glucose.2.1.1,0.556852107160726,0.422369537337829,1,1,6,2,FALSE,TRUE
Glucose.2.1.2,Glucose.2.1.1,0.979737201138565,0.631140787784335,2,1,2,2,TRUE,FALSE
Glucose.2.2.2,Glucose.2.1.1,0.745175680013671,0.658101587702327,2,1,2,2,TRUE,FALSE
Glucose.2.3.2,Glucose.2.1.1,0.797535204129212,0.489425908166493,2,1,2,2,TRUE,FALSE
Glucose.2.4.2,Glucose.2.1.1,0.947168846293062,0.528960830531016,2,1,2,2,TRUE,FALSE
Glucose.2.5.2,Glucose.2.1.1,0.841744854430286,0.345269094395089,2,1,2,2,TRUE,FALSE
Glucose.2.6.2,Glucose.2.1.1,0.809004165770668,0.609603030544174,2,1,2,2,TRUE,FALSE
Glucose.2.7.2,Glucose.2.1.1,0.828860941070505,0.543124247276936,2,1,2,2,TRUE,FALSE
Glucose.2.8.2,Glucose.2.1.1,0.977854439647683,0.240619029916711,2,1,2,2,TRUE,FALSE
Glucose.6.1.2,Glucose.2.1.1,0.561105908653597,0.298021346924235,2,1,6,2,FALSE,FALSE
Glucose.6.2.2,Glucose.2.1.1,0.597954145811254,0.435973750969232,2,1,6,2,FALSE,FALSE
Glucose.6.3.2,Glucose.2.1.1,0.353614804126575,0.476636896878758,2,1,6,2,FALSE,FALSE
Glucose.6.4.2,Glucose.2.1.1,0.353097530887563,0.557670745211034,2,1,6,2,FALSE,FALSE
Glucose.6.5.2,Glucose.2.1.1,0.257029360234416,0.579018849427692,2,1,6,2,FALSE,FALSE
Glucose.6.6.2,Glucose.2.1.1,0.504756560776469,0.358181379365607,2,1,6,2,FALSE,FALSE
Glucose.6.7.2,Glucose.2.1.1,0.5340568458699,0.667205877724164,2,1,6,2,FALSE,FALSE
Glucose.6.8.2,Glucose.2.1.1,0.601425404087614,0.407915701629794,2,1,6,2,FALSE,FALSE
Glucose.2.1.3,Glucose.2.1.1,0.799897887592995,0.389015946405157,3,1,2,2,TRUE,FALSE
Glucose.2.2.3,Glucose.2.1.1,0.518071992489881,0.0710028852147022,3,1,2,2,TRUE,FALSE
Glucose.2.3.3,Glucose.2.1.1,0.565522008328967,0.626571946422305,3,1,2,2,TRUE,FALSE
Glucose.2.4.3,Glucose.2.1.1,0.798855460158809,0.613596623172975,3,1,2,2,TRUE,FALSE
Glucose.2.5.3,Glucose.2.1.1,0.638587958802218,0.362792676880559,3,1,2,2,TRUE,FALSE
Glucose.2.6.3,Glucose.2.1.1,0.802554085271116,0.362560025264468,3,1,2,2,TRUE,FALSE
Glucose.2.7.3,Glucose.2.1.1,0.551250309768909,0.403916268341376,3,1,2,2,TRUE,FALSE
Glucose.2.8.3,Glucose.2.1.1,0.775625350328828,0.341281174409781,3,1,2,2,TRUE,FALSE
Glucose.6.1.3,Glucose.2.1.1,0.525825420835936,0.427084634741972,3,1,6,2,FALSE,FALSE
Glucose.6.2.3,Glucose.2.1.1,0.569626391397233,0.41249129577813,3,1,6,2,FALSE,FALSE
Glucose.6.3.3,Glucose.2.1.1,0.52237743448644,0.37345185092511,3,1,6,2,FALSE,FALSE
Glucose.6.4.3,Glucose.2.1.1,0.513148760727787,0.371920810033987,3,1,6,2,FALSE,FALSE
Glucose.6.5.3,Glucose.2.1.1,0.538232340021931,0.301774887165084,3,1,6,2,FALSE,FALSE
Glucose.6.6.3,Glucose.2.1.1,0.590425595903734,0.385096278049889,3,1,6,2,FALSE,FALSE
Glucose.6.7.3,Glucose.2.1.1,0.583584195874756,0.328279528961432,3,1,6,2,FALSE,FALSE
Glucose.6.8.3,Glucose.2.1.1,0.591176344546818,0.420268342191167,3,1,6,2,FALSE,FALSE
Glucose.2.1.4,Glucose.2.1.1,0.570688044515269,0.490848296605454,4,1,2,2,TRUE,FALSE
Glucose.2.2.4,Glucose.2.1.1,0.298167257533553,0.51724973856954,4,1,2,2,TRUE,FALSE
Glucose.2.3.4,Glucose.2.1.1,0.543280412705947,0.41172425628096,4,1,2,2,TRUE,FALSE
Glucose.2.4.4,Glucose.2.1.1,0.728980853892633,0.278698110028653,4,1,2,2,TRUE,FALSE
Glucose.2.5.4,Glucose.2.1.1,0.196899497023063,0.468236991412313,4,1,2,2,TRUE,FALSE
Glucose.2.6.4,Glucose.2.1.1,0.599540440791806,0.559005853030368,4,1,2,2,TRUE,FALSE
Glucose.2.7.4,Glucose.2.1.1,0.589244417940442,0.477363227720863,4,1,2,2,TRUE,FALSE
Glucose.2.8.4,Glucose.2.1.1,0.538563184931585,0.300216056572192,4,1,2,2,TRUE,FALSE
Glucose.6.1.4,Glucose.2.1.1,0.193613112520407,0.262672184724221,4,1,6,2,FALSE,FALSE
Glucose.6.2.4,Glucose.2.1.1,0.577517512060602,0.342806508552198,4,1,6,2,FALSE,FALSE
Glucose.6.3.4,Glucose.2.1.1,0.416657705826887,0.00988568784273607,4,1,6,2,FALSE,FALSE
Glucose.6.4.4,Glucose.2.1.1,0.514736288204611,0.264536817580808,4,1,6,2,FALSE,FALSE
Glucose.6.5.4,Glucose.2.1.1,0.489179992686153,0.337426579947387,4,1,6,2,FALSE,FALSE
Glucose.6.6.4,Glucose.2.1.1,0.456233868757644,0.249706232037893,4,1,6,2,FALSE,FALSE
Glucose.6.7.4,Glucose.2.1.1,0.354365446496491,0.0559608552089853,4,1,6,2,FALSE,FALSE
Glucose.6.8.4,Glucose.2.1.1,0.359515552253959,0.723110490373901,4,1,6,2,FALSE,FALSE
Glucose.2.1.5,Glucose.2.1.1,0.430498489727687,0.299703949545476,5,1,2,2,TRUE,FALSE
Glucose.2.2.5,Glucose.2.1.1,0.21792489033274,0.0773916236336699,5,1,2,2,TRUE,FALSE
Glucose.2.3.5,Glucose.2.1.1,0.567498629712645,0.306656481104893,5,1,2,2,TRUE,FALSE
Glucose.2.4.5,Glucose.2.1.1,0.600776985317375,0.202526922432205,5,1,2,2,TRUE,FALSE
Glucose.2.5.5,Glucose.2.1.1,0.252343615667664,0,5,1,2,2,TRUE,FALSE
Glucose.2.6.5,Glucose.2.1.1,0.541386477180151,0.355050971748748,5,1,2,2,TRUE,FALSE
Glucose.2.7.5,Glucose.2.1.1,0.525645727231139,0.327667725693075,5,1,2,2,TRUE,FALSE
Glucose.2.8.5,Glucose.2.1.1,0.342475696116329,0.440100555240306,5,1,2,2,TRUE,FALSE
Glucose.6.1.5,Glucose.2.1.1,0.390666879709462,0.0080020970276538,5,1,6,2,FALSE,FALSE
Glucose.6.2.5,Glucose.2.1.1,0.367271850215889,0,5,1,6,2,FALSE,FALSE
Glucose.6.3.5,Glucose.2.1.1,0.370090504180278,0,5,1,6,2,FALSE,FALSE
Glucose.6.4.5,Glucose.2.1.1,0.397497063462765,0,5,1,6,2,FALSE,FALSE
Glucose.6.5.5,Glucose.2.1.1,0.349932935432737,0,5,1,6,2,FALSE,FALSE
Glucose.6.6.5,Glucose.2.1.1,0.304331385849752,0,5,1,6,2,FALSE,FALSE
Glucose.6.7.5,Glucose.2.1.1,0.184884525797048,0,5,1,6,2,FALSE,FALSE
Glucose.6.8.5,Glucose.2.1.1,0.408911362508389,0.0764036986183621,5,1,6,2,FALSE,FALSE
Glucose.2.1.6,Glucose.2.1.1,0.562449398550036,0.52428417039283,6,1,2,2,TRUE,FALSE
Glucose.2.2.6,Glucose.2.1.1,0.262754563189375,0.264073191057451,6,1,2,2,TRUE,FALSE
Glucose.2.3.6,Glucose.2.1.1,0.556563406818988,0.392768487611763,6,1,2,2,TRUE,FALSE
Glucose.2.4.6,Glucose.2.1.1,0.508838751137762,0.368133339127035,6,1,2,2,TRUE,FALSE
Glucose.2.5.6,Glucose.2.1.1,0.101360223184662,0,6,1,2,2,TRUE,FALSE
Glucose.2.6.6,Glucose.2.1.1,0.502625232239953,0.267763825237744,6,1,2,2,TRUE,FALSE
Glucose.2.7.6,Glucose.2.1.1,0.177391752489501,0,6,1,2,2,TRUE,FALSE
Glucose.2.8.6,Glucose.2.1.1,0.446697174691604,0.337228748823155,6,1,2,2,TRUE,FALSE
Glucose.6.1.6,Glucose.2.1.1,0.180030834912199,0,6,1,6,2,FALSE,FALSE
Glucose.6.2.6,Glucose.2.1.1,0.614549459091792,0,6,1,6,2,FALSE,FALSE
Glucose.6.3.6,Glucose.2.1.1,0.408133674839853,0,6,1,6,2,FALSE,FALSE
Glucose.6.4.6,Glucose.2.1.1,0.403577816314313,0,6,1,6,2,FALSE,FALSE
Glucose.6.5.6,Glucose.2.1.1,0.3913537768414,0,6,1,6,2,FALSE,FALSE
Glucose.6.6.6,Glucose.2.1.1,0.40110790855661,0,6,1,6,2,FALSE,FALSE
Glucose.6.7.6,Glucose.2.1.1,0.364448346857212,0,6,1,6,2,FALSE,FALSE
Glucose.6.8.6,Glucose.2.1.1,0.390278429627643,0,6,1,6,2,FALSE,FALSE
Glucose.2.1.7,Glucose.2.1.1,0.546996148568669,0.341217839358812,7,1,2,2,TRUE,FALSE
Glucose.2.2.7,Glucose.2.1.1,0.191596393577904,0.0912698091752816,7,1,2,2,TRUE,FALSE
Glucose.2.3.7,Glucose.2.1.1,0.579686664875642,0.204757279543141,7,1,2,2,TRUE,FALSE
Glucose.2.4.7,Glucose.2.1.1,0.673043025728577,0.569656711256844,7,1,2,2,TRUE,FALSE
Glucose.2.5.7,Glucose.2.1.1,0.0419471525843392,0,7,1,2,2,TRUE,FALSE
Glucose.2.6.7,Glucose.2.1.1,0.531272234727918,0.339314525501271,7,1,2,2,TRUE,FALSE
Glucose.2.7.7,Glucose.2.1.1,0.209630060670813,0.308694224095818,7,1,2,2,TRUE,FALSE
Glucose.2.8.7,Glucose.2.1.1,0.444951142945572,0.271285292196778,7,1,2,2,TRUE,FALSE
Glucose.6.1.7,Glucose.2.1.1,0.467755135817597,0,7,1,6,2,FALSE,FALSE
Glucose.6.2.7,Glucose.2.1.1,0.184686981885005,0,7,1,6,2,FALSE,FALSE
Glucose.6.3.7,Glucose.2.1.1,0.19024774874357,0,7,1,6,2,FALSE,FALSE
Glucose.6.4.7,Glucose.2.1.1,0.314666976705033,0,7,1,6,2,FALSE,FALSE
Glucose.6.5.7,Glucose.2.1.1,0.184652025870361,0,7,1,6,2,FALSE,FALSE
Glucose.6.6.7,Glucose.2.1.1,0.39558370691156,0,7,1,6,2,FALSE,FALSE
Glucose.6.7.7,Glucose.2.1.1,0.249714787824343,0,7,1,6,2,FALSE,FALSE
Glucose.6.8.7,Glucose.2.1.1,0.42510511203744,0.365882577826229,7,1,6,2,FALSE,FALSE
Glucose.2.1.8,Glucose.2.1.1,0.544321472257581,0.321276517725109,8,1,2,2,TRUE,FALSE
Glucose.2.2.8,Glucose.2.1.1,0.279208265451541,0.0959371792405859,8,1,2,2,TRUE,FALSE
Glucose.2.3.8,Glucose.2.1.1,0.556646236140696,0.275377937189604,8,1,2,2,TRUE,FALSE
Glucose.2.4.8,Glucose.2.1.1,0.714915639958823,0.0378796185820535,8,1,2,2,TRUE,FALSE
Glucose.2.5.8,Glucose.2.1.1,0.0393178976068184,0,8,1,2,2,TRUE,FALSE
Glucose.2.6.8,Glucose.2.1.1,0.479626992271766,0.292360871289832,8,1,2,2,TRUE,FALSE
Glucose.2.7.8,Glucose.2.1.1,0.1708201759453,0,8,1,2,2,TRUE,FALSE
Glucose.2.8.8,Glucose.2.1.1,0.292246982358403,0.197349766002386,8,1,2,2,TRUE,FALSE
Glucose.6.1.8,Glucose.2.1.1,0.34816777466782,0,8,1,6,2,FALSE,FALSE
Glucose.6.2.8,Glucose.2.1.1,0.180455939662943,0,8,1,6,2,FALSE,FALSE
Glucose.6.3.8,Glucose.2.1.1,0.413163275107373,0,8,1,6,2,FALSE,FALSE
Glucose.6.4.8,Glucose.2.1.1,0.402746208532784,0,8,1,6,2,FALSE,FALSE
Glucose.6.5.8,Glucose.2.1.1,0.387232465292941,0,8,1,6,2,FALSE,FALSE
Glucose.6.6.8,Glucose.2.1.1,0.39431612661883,0,8,1,6,2,FALSE,FALSE
Glucose.6.7.8,Glucose.2.1.1,0.180854798803653,0,8,1,6,2,FALSE,FALSE
Glucose.6.8.8,Glucose.2.1.1,0.182866203683818,0,8,1,6,2,FALSE,FALSE
Glucose.2.1.9,Glucose.2.1.1,0.545309866401717,0.39154922283551,9,1,2,2,TRUE,FALSE
Glucose.2.2.9,Glucose.2.1.1,0.401192384880992,0.21992984888793,9,1,2,2,TRUE,FALSE
Glucose.2.3.9,Glucose.2.1.1,0.554470826767831,0.615732703316487,9,1,2,2,TRUE,FALSE
Glucose.2.4.9,Glucose.2.1.1,0.667093580114983,0.608732855905388,9,1,2,2,TRUE,FALSE
Glucose.2.5.9,Glucose.2.1.1,0.475188766840104,0,9,1,2,2,TRUE,FALSE
Glucose.2.6.9,Glucose.2.1.1,0.496149960457887,0.430346404324388,9,1,2,2,TRUE,FALSE
Glucose.2.7.9,Glucose.2.1.1,0.205572230001409,0,9,1,2,2,TRUE,FALSE
Glucose.2.8.9,Glucose.2.1.1,0.222740158256711,0.533256292506485,9,1,2,2,TRUE,FALSE
Glucose.6.1.9,Glucose.2.1.1,0.322792084177353,0,9,1,6,2,FALSE,FALSE
Glucose.6.2.9,Glucose.2.1.1,0.339127719190949,0,9,1,6,2,FALSE,FALSE
Glucose.6.3.9,Glucose.2.1.1,0.181341715815191,0,9,1,6,2,FALSE,FALSE
Glucose.6.4.9,Glucose.2.1.1,0.180457880113398,0,9,1,6,2,FALSE,FALSE
Glucose.6.5.9,Glucose.2.1.1,0.420200259319689,0,9,1,6,2,FALSE,FALSE
Glucose.6.6.9,Glucose.2.1.1,0.180754173535709,0,9,1,6,2,FALSE,FALSE
Glucose.6.7.9,Glucose.2.1.1,0.181365133931953,0,9,1,6,2,FALSE,FALSE
Glucose.6.8.9,Glucose.2.1.1,0.265566609187779,0.336941888213387,9,1,6,2,FALSE,FALSE
Glucose.2.1.10,Glucose.2.1.1,0.56323544347635,0.198581403473324,10,1,2,2,TRUE,FALSE
Glucose.2.2.10,Glucose.2.1.1,0.249474320977596,0,10,1,2,2,TRUE,FALSE
Glucose.2.3.10,Glucose.2.1.1,0.577437325905293,0.143628523376534,10,1,2,2,TRUE,FALSE
Glucose.2.4.10,Glucose.2.1.1,0.669849191788684,0.411900597204105,10,1,2,2,TRUE,FALSE
Glucose.2.5.10,Glucose.2.1.1,0.0858793019468165,0,10,1,2,2,TRUE,FALSE
Glucose.2.6.10,Glucose.2.1.1,0.560248818316592,0.26562250364149,10,1,2,2,TRUE,FALSE
Glucose.2.7.10,Glucose.2.1.1,0.191436213545405,0.340536411038264,10,1,2,2,TRUE,FALSE
Glucose.2.8.10,Glucose.2.1.1,0.367793618600131,0.484245430177205,10,1,2,2,TRUE,FALSE
Glucose.6.1.10,Glucose.2.1.1,0.202053797863052,0,10,1,6,2,FALSE,FALSE
Glucose.6.2.10,Glucose.2.1.1,0.44519414557987,0,10,1,6,2,FALSE,FALSE
Glucose.6.3.10,Glucose.2.1.1,0.321854363071567,0,10,1,6,2,FALSE,FALSE
Glucose.6.4.10,Glucose.2.1.1,0.443828691694341,0,10,1,6,2,FALSE,FALSE
Glucose.6.5.10,Glucose.2.1.1,0.474061108249894,0,10,1,6,2,FALSE,FALSE
Glucose.6.6.10,Glucose.2.1.1,0.181350942071233,0,10,1,6,2,FALSE,FALSE
Glucose.6.7.10,Glucose.2.1.1,0.402913791554219,0,10,1,6,2,FALSE,FALSE
Glucose.6.8.10,Glucose.2.1.1,0.37339426049833,0,10,1,6,2,FALSE,FALSE
Glucose.2.1.11,Glucose.2.1.1,0.557662719304642,0.435613857166169,11,1,2,2,TRUE,FALSE
Glucose.2.2.11,Glucose.2.1.1,0.0204116801312767,0,11,1,2,2,TRUE,FALSE
Glucose.2.3.11,Glucose.2.1.1,0.538507490777686,0.460852433346128,11,1,2,2,TRUE,FALSE
Glucose.2.4.11,Glucose.2.1.1,0.577195776573985,0.698613395735571,11,1,2,2,TRUE,FALSE
Glucose.2.5.11,Glucose.2.1.1,0.116130684885527,0,11,1,2,2,TRUE,FALSE
Glucose.2.6.11,Glucose.2.1.1,0.559653671873997,0.484828853508814,11,1,2,2,TRUE,FALSE
Glucose.2.7.11,Glucose.2.1.1,0.481094183758113,0.534043229099278,11,1,2,2,TRUE,FALSE
Glucose.2.8.11,Glucose.2.1.1,0.477438000909005,0.321770469449786,11,1,2,2,TRUE,FALSE
Glucose.6.1.11,Glucose.2.1.1,0.183969630377129,0,11,1,6,2,FALSE,FALSE
Glucose.6.2.11,Glucose.2.1.1,0.673571892945228,0,11,1,6,2,FALSE,FALSE
Glucose.6.3.11,Glucose.2.1.1,0.31170344477313,0,11,1,6,2,FALSE,FALSE
Glucose.6.4.11,Glucose.2.1.1,0.200436696245392,0,11,1,6,2,FALSE,FALSE
Glucose.6.5.11,Glucose.2.1.1,0.370723612924368,0,11,1,6,2,FALSE,FALSE
Glucose.6.6.11,Glucose.2.1.1,0.44933183889727,0,11,1,6,2,FALSE,FALSE
Glucose.6.7.11,Glucose.2.1.1,0.181641241915017,0,11,1,6,2,FALSE,FALSE
Glucose.6.8.11,Glucose.2.1.1,0.183736003799949,0,11,1,6,2,FALSE,FALSE
Glucose.2.1.12,Glucose.2.1.1,0.563754849938747,0.417825462400887,12,1,2,2,TRUE,FALSE
Glucose.2.2.12,Glucose.2.1.1,0.0947191379617461,0,12,1,2,2,TRUE,FALSE
Glucose.2.3.12,Glucose.2.1.1,0.548359273795247,0.437628123501378,12,1,2,2,TRUE,FALSE
Glucose.2.4.12,Glucose.2.1.1,0.668505459374963,0.360206630595694,12,1,2,2,TRUE,FALSE
Glucose.2.5.12,Glucose.2.1.1,0.210845059540223,0.035476062073083,12,1,2,2,TRUE,FALSE
Glucose.2.6.12,Glucose.2.1.1,0.578117437092991,0.43316407376732,12,1,2,2,TRUE,FALSE
Glucose.2.7.12,Glucose.2.1.1,0.38502620118219,0.112583695535809,12,1,2,2,TRUE,FALSE
Glucose.2.8.12,Glucose.2.1.1,0.379616148517147,0.441924458596616,12,1,2,2,TRUE,FALSE
Glucose.6.1.12,Glucose.2.1.1,0.181465108381983,0,12,1,6,2,FALSE,FALSE
Glucose.6.2.12,Glucose.2.1.1,0.425455340309473,0,12,1,6,2,FALSE,FALSE
Glucose.6.3.12,Glucose.2.1.1,0.350434286214303,0.0214812295190407,12,1,6,2,FALSE,FALSE
Glucose.6.4.12,Glucose.2.1.1,0.363377279036447,0.0151860283529481,12,1,6,2,FALSE,FALSE
Glucose.6.5.12,Glucose.2.1.1,0.490472129197834,0.273281612858366,12,1,6,2,FALSE,FALSE
Glucose.6.6.12,Glucose.2.1.1,0.377704135490441,0,12,1,6,2,FALSE,FALSE
Glucose.6.7.12,Glucose.2.1.1,0.357751975609876,0,12,1,6,2,FALSE,FALSE
Glucose.6.8.12,Glucose.2.1.1,0.427947561463434,0.116306918660179,12,1,6,2,FALSE,FALSE
Glucose.2.3.1,Glucose.2.2.1,0.888022558562231,0.130507500419446,1,1,2,2,TRUE,TRUE
Glucose.2.4.1,Glucose.2.2.1,0.858675509222386,0.306912091137401,1,1,2,2,TRUE,TRUE
Glucose.2.5.1,Glucose.2.2.1,0.997441943127962,0.286965051661912,1,1,2,2,TRUE,TRUE
Glucose.2.6.1,Glucose.2.2.1,0.798200536474989,0.0996391236769625,1,1,2,2,TRUE,TRUE
Glucose.2.7.1,Glucose.2.2.1,0.997187683752301,0.344093366386338,1,1,2,2,TRUE,TRUE
Glucose.2.8.1,Glucose.2.2.1,0.72222063323422,0.36666378252081,1,1,2,2,TRUE,TRUE
Glucose.6.1.1,Glucose.2.2.1,0.841143646572446,0.23256064209628,1,1,6,2,FALSE,TRUE
Glucose.6.2.1,Glucose.2.2.1,0.83931462100381,0.2988568946873,1,1,6,2,FALSE,TRUE
Glucose.6.3.1,Glucose.2.2.1,0.839416424640871,0.403346362693221,1,1,6,2,FALSE,TRUE
Glucose.6.4.1,Glucose.2.2.1,0.727988531315085,0.294458435334326,1,1,6,2,FALSE,TRUE
Glucose.6.5.1,Glucose.2.2.1,0.714365438328515,0.234973909018072,1,1,6,2,FALSE,TRUE
Glucose.6.6.1,Glucose.2.2.1,0.80466432642588,0.188789001825283,1,1,6,2,FALSE,TRUE
Glucose.6.7.1,Glucose.2.2.1,0.790070739616837,0.295878735935304,1,1,6,2,FALSE,TRUE
Glucose.6.8.1,Glucose.2.2.1,0.763996426324581,0.256525807743191,1,1,6,2,FALSE,TRUE
Glucose.2.1.2,Glucose.2.2.1,0.848215062832948,0.421948275904835,2,1,2,2,TRUE,FALSE
Glucose.2.2.2,Glucose.2.2.1,0.995800215206626,0.394298669683525,2,1,2,2,TRUE,FALSE
Glucose.2.3.2,Glucose.2.2.1,0.805436537327719,0.32865098293835,2,1,2,2,TRUE,FALSE
Glucose.2.4.2,Glucose.2.2.1,0.838120165194629,0.359049506774441,2,1,2,2,TRUE,FALSE
Glucose.2.5.2,Glucose.2.2.1,0.99564468749428,0.260020700704866,2,1,2,2,TRUE,FALSE
Glucose.2.6.2,Glucose.2.2.1,0.771608431033499,0.341379244937521,2,1,2,2,TRUE,FALSE
Glucose.2.7.2,Glucose.2.2.1,0.984988947854685,0.341821836453311,2,1,2,2,TRUE,FALSE
Glucose.2.8.2,Glucose.2.2.1,0.783862216718487,0.374214627342242,2,1,2,2,TRUE,FALSE
Glucose.6.1.2,Glucose.2.2.1,0.83298528682175,0.238374816403696,2,1,6,2,FALSE,FALSE
Glucose.6.2.2,Glucose.2.2.1,0.801056362809515,0.232876324942181,2,1,6,2,FALSE,FALSE
Glucose.6.3.2,Glucose.2.2.1,0.710254303548011,0.260659380988143,2,1,6,2,FALSE,FALSE
Glucose.6.4.2,Glucose.2.2.1,0.522991766740468,0.379267226068064,2,1,6,2,FALSE,FALSE
Glucose.6.5.2,Glucose.2.2.1,0.770381645690869,0.292064560150153,2,1,6,2,FALSE,FALSE
Glucose.6.6.2,Glucose.2.2.1,0.842628677111753,0.206383251648618,2,1,6,2,FALSE,FALSE
Glucose.6.7.2,Glucose.2.2.1,0.845365752280333,0.350593530345389,2,1,6,2,FALSE,FALSE
Glucose.6.8.2,Glucose.2.2.1,0.847886378216533,0.106625296038788,2,1,6,2,FALSE,FALSE
Glucose.2.1.3,Glucose.2.2.1,0.760690887315676,0.272759313925851,3,1,2,2,TRUE,FALSE
Glucose.2.2.3,Glucose.2.2.1,0.895187896338773,0.286290153489159,3,1,2,2,TRUE,FALSE
Glucose.2.3.3,Glucose.2.2.1,0.628352793810187,0.665608635939096,3,1,2,2,TRUE,FALSE
Glucose.2.4.3,Glucose.2.2.1,0.652395739480406,0.398902015302179,3,1,2,2,TRUE,FALSE
Glucose.2.5.3,Glucose.2.2.1,0.897617905129073,0.206671214477356,3,1,2,2,TRUE,FALSE
Glucose.2.6.3,Glucose.2.2.1,0.767062080626976,0.300088507900029,3,1,2,2,TRUE,FALSE
Glucose.2.7.3,Glucose.2.2.1,0.884241896673303,0.323499950829316,3,1,2,2,TRUE,FALSE
Glucose.2.8.3,Glucose.2.2.1,0.764366998476844,0.2904891819571,3,1,2,2,TRUE,FALSE
Glucose.6.1.3,Glucose.2.2.1,0.843763010175317,0.243392812939182,3,1,6,2,FALSE,FALSE
Glucose.6.2.3,Glucose.2.2.1,0.846102243992744,0.185027422685447,3,1,6,2,FALSE,FALSE
Glucose.6.3.3,Glucose.2.2.1,0.799494301684614,0.282077124661689,3,1,6,2,FALSE,FALSE
Glucose.6.4.3,Glucose.2.2.1,0.83394031762285,0.329661208873921,3,1,6,2,FALSE,FALSE
Glucose.6.5.3,Glucose.2.2.1,0.848187357182513,0.186566732486543,3,1,6,2,FALSE,FALSE
Glucose.6.6.3,Glucose.2.2.1,0.844802465185288,0.200718915372595,3,1,6,2,FALSE,FALSE
Glucose.6.7.3,Glucose.2.2.1,0.773421118862962,0.194811278364854,3,1,6,2,FALSE,FALSE
Glucose.6.8.3,Glucose.2.2.1,0.81636099971645,0.192789645245728,3,1,6,2,FALSE,FALSE
Glucose.2.1.4,Glucose.2.2.1,0.423743569713565,0.294716132025144,4,1,2,2,TRUE,FALSE
Glucose.2.2.4,Glucose.2.2.1,0.774971575949064,0.434050258535742,4,1,2,2,TRUE,FALSE
Glucose.2.3.4,Glucose.2.2.1,0.609305621478065,0.351294257007489,4,1,2,2,TRUE,FALSE
Glucose.2.4.4,Glucose.2.2.1,0.655667127586396,0.0616834789550365,4,1,2,2,TRUE,FALSE
Glucose.2.5.4,Glucose.2.2.1,0.796944005616991,0.340540573767062,4,1,2,2,TRUE,FALSE
Glucose.2.6.4,Glucose.2.2.1,0.660310619759996,0.511416138969937,4,1,2,2,TRUE,FALSE
Glucose.2.7.4,Glucose.2.2.1,0.881605211690461,0.144681177237659,4,1,2,2,TRUE,FALSE
Glucose.2.8.4,Glucose.2.2.1,0.554413250965227,0.0869111442554381,4,1,2,2,TRUE,FALSE
Glucose.6.1.4,Glucose.2.2.1,0.683624360673006,0.397274592095639,4,1,6,2,FALSE,FALSE
Glucose.6.2.4,Glucose.2.2.1,0.587668883752997,0.298359460427353,4,1,6,2,FALSE,FALSE
Glucose.6.3.4,Glucose.2.2.1,0.671800224291479,0.0184245073950339,4,1,6,2,FALSE,FALSE
Glucose.6.4.4,Glucose.2.2.1,0.644116243373855,0.231704402919729,4,1,6,2,FALSE,FALSE
Glucose.6.5.4,Glucose.2.2.1,0.621507466748701,0.273311594606618,4,1,6,2,FALSE,FALSE
Glucose.6.6.4,Glucose.2.2.1,0.628246066598155,0.0768872898756247,4,1,6,2,FALSE,FALSE
Glucose.6.7.4,Glucose.2.2.1,0.651995412244121,0.0499285133547372,4,1,6,2,FALSE,FALSE
Glucose.6.8.4,Glucose.2.2.1,0.603514761863923,0.440979362559394,4,1,6,2,FALSE,FALSE
Glucose.2.1.5,Glucose.2.2.1,0.518492548889857,0.290822090331118,5,1,2,2,TRUE,FALSE
Glucose.2.2.5,Glucose.2.2.1,0.682633054359985,0.387966473860745,5,1,2,2,TRUE,FALSE
