xs,mean_lm,mean_lowess,UCI_lm,UCI_lowess,LCI_lm,LCI_lowess,PValue
0,0.386626227362915,,0.437437104026235,,0.337039102508244,,0.824
0.002,0.386697497131298,0.278085188467287,0.437384855500948,0.317838094017151,0.337240101652821,0.236177536171596,0.824
0.004,0.38676876689968,0.282373857280003,0.437332606975662,0.321953576991346,0.337441100797398,0.243282908486571,0.824
0.006,0.386840036668063,0.286616958052311,0.437280358450375,0.324638635726216,0.337642099941975,0.249627539651633,0.824
0.008,0.386911306436446,0.290788798240231,0.437228109925089,0.327087857302714,0.337843099086552,0.255897846330706,0.824
0.01,0.386982576204829,0.294888771849893,0.437175861399802,0.329597632202401,0.338044098231129,0.261598698325316,0.824
0.012,0.387053845973212,0.298916272887432,0.437123612874516,0.332397719374923,0.338207537156202,0.267528126733333,0.824
0.014,0.387125115741595,0.302870695358981,0.437071364349229,0.335527414652196,0.338370776119983,0.272580011056383,0.824
0.016,0.387196385509978,0.306751433270671,0.437019115823943,0.337999929793996,0.338534015083763,0.277083965466879,0.824
0.018,0.387267655278361,0.310557880628637,0.436966867298657,0.340255404396253,0.33872882583178,0.28210980842358,0.824
0.02,0.387338925046744,0.314289431439011,0.43691461877337,0.342700430788007,0.338923959663563,0.287069599437352,0.824
0.022,0.387410194815127,0.317945479707927,0.436862370248084,0.345114419387515,0.339119093495346,0.291350597216703,0.824
0.024,0.38748146458351,0.321525419441516,0.436810121722797,0.347286592806049,0.339314227327129,0.295574318363562,0.824
0.026,0.387552734351893,0.325028644645913,0.436757873197511,0.349804292982912,0.339509361158911,0.299865952614592,0.824
0.028,0.387624004120276,0.328454550060668,0.436705624672224,0.352567101783051,0.339704494990694,0.304390002482872,0.824
0.03,0.387695273888659,0.331802573460904,0.436653376146938,0.355277783026191,0.339896498631289,0.308237980467788,0.824
0.032,0.387766543657042,0.335072244555574,0.436601127621651,0.357937592041958,0.340087388734996,0.312735363456667,0.824
0.034,0.387837813425425,0.338263233241772,0.436548879096365,0.360325851942976,0.340278278838703,0.316679917873752,0.824
0.036,0.387909083193807,0.341375393355972,0.436496630571078,0.362930176831487,0.340469168942409,0.319936842108152,0.824
0.038,0.38798035296219,0.344408592623075,0.436444382045792,0.365397374651562,0.340660059046116,0.323465705959093,0.824
0.04,0.388051622730573,0.347362732626414,0.436392133520505,0.368328141038528,0.340850949149823,0.326425325423276,0.824
0.042,0.388122892498956,0.350237682596604,0.436339884995219,0.370773690936815,0.34104183925353,0.329455398942357,0.824
0.044,0.388194162267339,0.35303332383592,0.436287636469932,0.373180898392626,0.341232729357237,0.332541081669078,0.824
0.046,0.388265432035722,0.355749519622126,0.436235387944646,0.376682258780064,0.341423619460943,0.335390737427158,0.824
0.048,0.388336701804105,0.35838645959834,0.43618313941936,0.37980508450266,0.34161450956465,0.338000028337081,0.824
0.05,0.388407971572488,0.36094427001842,0.436130890894073,0.382502070817554,0.341792067946728,0.339966226381776,0.824
0.052,0.388479241340871,0.363423390741424,0.436078642368787,0.385333894190764,0.341963358920794,0.342258511072044,0.824
0.054,0.388550511109254,0.365824445066623,0.4360263938435,0.388164187487596,0.34213464989486,0.344845650333467,0.824
0.056,0.388621780877637,0.368148218620764,0.435974145318214,0.390272990581124,0.342352344578094,0.346773940019086,0.824
0.058,0.38869305064602,0.370395540437133,0.435921896792927,0.392615648946318,0.342575056892067,0.34889135104306,0.824
0.06,0.388764320414403,0.372567357249361,0.435869648267641,0.395045722077414,0.34279776920604,0.350124579065539,0.824
0.062,0.388835590182786,0.374664809290797,0.435817399742354,0.397455280438251,0.343020481520013,0.351546271544463,0.824
0.064,0.388906859951169,0.376689226809995,0.435766967255783,0.400225480588446,0.343243193833985,0.353430149692035,0.824
0.066,0.388978129719552,0.378641888249357,0.435717348695185,0.402864894240425,0.343465906147958,0.354852193420453,0.824
0.068,0.389049399487935,0.380523609306527,0.435667730134587,0.40508850032363,0.343688618461931,0.355988682244974,0.824
0.07,0.389120669256317,0.382335446655858,0.435618111573989,0.407401093072046,0.343911330775904,0.357079453804281,0.824
0.072,0.3891919390247,0.384078420706328,0.43556849301339,0.409073876424635,0.344134043089876,0.358595899992461,0.824
0.074,0.389263208793083,0.385753553864376,0.435518874452792,0.410925669145342,0.344356755403849,0.360210500459605,0.824
