xs,mean_lm,mean_lowess,UCI_lm,UCI_lowess,LCI_lm,LCI_lowess,PValue
0,0.614802077080024,,0.747291904963484,,0.493870492659161,,0.002
0.002,0.614238133480145,0.234973017995023,0.746339911342177,0.311272226960487,0.493629455516453,0.150311733566832,0.002
0.004,0.613674189880266,0.242214500788524,0.74538791772087,0.331045744933138,0.493388418373746,0.165563493976864,0.002
0.006,0.613110246280387,0.24743621742399,0.744435924099564,0.334440489457765,0.493147381231038,0.17331566277516,0.002
0.008,0.612546302680508,0.252357261870598,0.743483930478257,0.336644529825636,0.49290634408833,0.180556971701833,0.002
0.01,0.611982359080629,0.257210491724251,0.74253193685695,0.33886574949687,0.492665306945622,0.187100374646777,0.002
0.012,0.61141841548075,0.26199544791635,0.741579943235643,0.341338535811042,0.492424269802914,0.195406424828589,0.002
0.014,0.61085447188087,0.266711671378298,0.740627949614336,0.343093178802936,0.492183232660207,0.203906575125549,0.002
0.016,0.610290528280991,0.271358703041496,0.739675955993029,0.345947496541207,0.491939730300604,0.211106900750364,0.002
0.018,0.609726584681112,0.275936083837347,0.738723962371722,0.347253962958514,0.491693931847285,0.218027966941579,0.002
0.02,0.609162641081233,0.280443354697254,0.737771968750415,0.348209745326469,0.491448133393966,0.22413983213092,0.002
0.022,0.608598697481354,0.284880056552617,0.736819975129108,0.349870163495475,0.491202334940647,0.229758146113267,0.002
0.024,0.608034753881475,0.28924573033484,0.735867981507801,0.351315572813222,0.490956536487328,0.236318474511924,0.002
0.026,0.607470810281596,0.293539916975325,0.734915987886494,0.354554708772906,0.490710738034008,0.242618588955821,0.002
0.028,0.606906866681717,0.297762157405474,0.733963994265187,0.357019293163277,0.490464939580689,0.247333266965373,0.002
0.03,0.606342923081838,0.301911992556689,0.73301200064388,0.359288641532344,0.49021914112737,0.252120455589356,0.002
0.032,0.605778979481959,0.305988963360372,0.732060007022573,0.362673459924143,0.489973342674051,0.256514345138831,0.002
0.034,0.60521503588208,0.309992611606837,0.731108013401267,0.365459548117966,0.489727544220732,0.262703636490114,0.002
0.036,0.604651092282201,0.313922469100573,0.73015601977996,0.366958458695514,0.489481745767413,0.268819770775024,0.002
0.038,0.604087148682322,0.317778028448637,0.729204026158653,0.368167961176223,0.489235947314093,0.273774559832075,0.002
0.04,0.603523205082443,0.321558774851019,0.728252032537346,0.372143777292782,0.488990148860774,0.277744692922639,0.002
0.042,0.602959261482564,0.325264153450365,0.727300038916039,0.376850895410421,0.488744350407455,0.280883536530169,0.002
0.044,0.602395317882685,0.328893312190656,0.726348045294732,0.379696203091138,0.488498551954136,0.283686220602251,0.002
0.046,0.601831374282806,0.332445157830697,0.725396051673425,0.383747146126036,0.488252753500817,0.28686065590516,0.002
0.048,0.601267430682927,0.335918819323215,0.724444058052118,0.387905878733039,0.488006955047497,0.289112249165363,0.002
0.05,0.600703487083048,0.339313291676961,0.723492064430811,0.389979460599613,0.487761156594178,0.291766733995356,0.002
0.052,0.600139543483169,0.342627940193277,0.722540070809504,0.392605559978372,0.487515358140859,0.294652622446436,0.002
0.054,0.59957559988329,0.345862658207168,0.721588077188197,0.395727864422536,0.48726955968754,0.29683054759424,0.002
0.056,0.599011656283411,0.349017286791637,0.72063608356689,0.397975903326912,0.487023761234221,0.299599007196621,0.002
0.058,0.598447712683532,0.352091924750407,0.719684089945583,0.401405485981951,0.486777962780901,0.302278128113997,0.002
0.06,0.597883769083653,0.35508684659569,0.718732096324276,0.404754906789719,0.486532164327582,0.304264813258216,0.002
0.062,0.597319825483774,0.358002205339448,0.71778010270297,0.406667766596556,0.486286365874263,0.306684744520886,0.002
0.064,0.596755881883895,0.360838034394308,0.716828109081663,0.408854535271052,0.486040567420944,0.309268873304605,0.002
0.066,0.596191938284016,0.363594493168529,0.715876115460356,0.411483058986488,0.485794768967625,0.311815606122466,0.002
0.068,0.595627994684136,0.366271932564121,0.714924121839049,0.415034046317912,0.485548970514306,0.314262162982386,0.002
0.07,0.595064051084257,0.368871122953113,0.713972128217742,0.4184897360687,0.485303172060986,0.316422299015617,0.002
0.072,0.594500107484378,0.371393361924503,0.713020134596435,0.421107049475167,0.485057373607667,0.31932638849219,0.002
0.074,0.593936163884499,0.373839797955103,0.712068140975128,0.4240777633436,0.484811575154348,0.320651337080484,0.002
0.076,0.59337222028462,0.3762116636578,0.711116147353821,0.427016507562791,0.484565776701029,0.322681734937972,0.002
0.078,0.592808276684741,0.378511171329533,0.710164153732514,0.430630800972823,0.48431997824771,0.324847108648818,0.002
0.08,0.592244333084862,0.380740378075074,0.709212160111207,0.43424443106081,0.48407417979439,0.327237165833643,0.002
0.082,0.591680389484983,0.382900923841901,0.7082601664899,0.437542057494707,0.483828381341071,0.329802524865601,0.002
