xs,mean_lm,mean_lowess,UCI_lm,UCI_lowess,LCI_lm,LCI_lowess,PValue
0,0.355032469166745,,0.443616604925581,,0.269000104434007,,0.928
0.002,0.355227379784081,0.308368406221924,0.44359425368436,0.365788139272492,0.269387636176887,0.25760775367745,0.928
0.004,0.355422290401417,0.312090588326114,0.443571902443138,0.368644271097079,0.269775167919768,0.264849325018114,0.928
0.006,0.355617201018753,0.315596205000164,0.443549551201917,0.370187894518268,0.270162699662648,0.271009255706881,0.928
0.008,0.355812111636089,0.31901873682981,0.443527199960696,0.37157867830243,0.270550231405528,0.276212156144132,0.928
0.01,0.356007022253425,0.322352543612285,0.443504848719475,0.371362260989294,0.270937763148409,0.281707563317867,0.928
0.012,0.356201932870761,0.325591985144825,0.443482497478254,0.371353128469401,0.271325294891289,0.286648038133262,0.928
0.014,0.356396843488097,0.328731421224663,0.443460146237033,0.372200329072978,0.271712826634169,0.290261016723214,0.928
0.016,0.356591754105433,0.331765211649036,0.443437794995812,0.373080407288992,0.27210035837705,0.293620843392546,0.928
0.018,0.356786664722769,0.334687754603407,0.443415443754591,0.374312664966817,0.27248789011993,0.298118361775354,0.928
0.02,0.356981575340106,0.337493949002461,0.443393092513369,0.373590336074192,0.272890278451392,0.301456997047366,0.928
0.022,0.357176485957442,0.34017980449748,0.443370741272148,0.373548782867628,0.273341280741946,0.30461356511336,0.928
0.024,0.357371396574778,0.342743474564304,0.443348390030927,0.375185461913745,0.2737922830325,0.307971166163193,0.928
0.026,0.357566307192114,0.345186238360479,0.443326038789706,0.377589902688869,0.274243285323055,0.310981563093176,0.928
0.028,0.35776121780945,0.347510016574294,0.443303687548485,0.381140925635928,0.274694287613609,0.313266385688775,0.928
0.03,0.357956128426786,0.34971825896697,0.443281336307264,0.383354741964933,0.275145289904163,0.315734096255763,0.928
0.032,0.358151039044122,0.351814974804197,0.443258985066043,0.386014726346471,0.275596292194717,0.318031721362528,0.928
0.034,0.358345949661458,0.353804697687955,0.443236633824822,0.387424606598298,0.276047294485271,0.319295993770659,0.928
0.036,0.358540860278794,0.355692156549601,0.4432142825836,0.389904788594902,0.276498296775825,0.320338455202028,0.928
0.038,0.35873577089613,0.357482098825077,0.443191931342379,0.393561439250019,0.27694918631457,0.321020520368287,0.928
0.04,0.358930681513467,0.359179301255081,0.443169580101158,0.396025989209393,0.277395512822114,0.321686396718973,0.928
0.042,0.359125592130803,0.360787945995439,0.443147228859937,0.397652277794442,0.277841839329659,0.322175362982737,0.928
0.044,0.359320502748139,0.362311126328224,0.443124877618716,0.399680658834536,0.278288165837203,0.322966478836931,0.928
0.046,0.359515413365475,0.363750258798309,0.443102526377495,0.402702767381043,0.278734492344748,0.323813523181833,0.928
0.048,0.359710323982811,0.36510322856311,0.443080175136274,0.404443898434194,0.279180818852292,0.32545755646538,0.928
0.05,0.359905234600147,0.366364860973122,0.443057823895053,0.406074337956323,0.279627145359837,0.326834975985769,0.928
0.052,0.360100145217483,0.3675267392702,0.443035472653831,0.408285222453334,0.280073471867382,0.327439266331486,0.928
0.054,0.360295055834819,0.368585588929698,0.44301312141261,0.410340470010663,0.280519798374926,0.327881661624813,0.928
0.056,0.360489966452155,0.369537394262049,0.442990770171389,0.411804120915769,0.280966124882471,0.327303277278016,0.928
0.058,0.360684877069491,0.37038067988074,0.442968418930168,0.413968173940389,0.281412451390015,0.326556201701317,0.928
0.06,0.360879787686827,0.371114026958945,0.442946067688947,0.415665253839208,0.28185877789756,0.326189635006598,0.928
0.062,0.361074698304164,0.371738620411134,0.442923716447726,0.416939166232615,0.282305104405104,0.325457414023982,0.928
0.064,0.3612696089215,0.372251864592417,0.442901365206505,0.418624524450896,0.282751430912649,0.325268672859123,0.928
0.066,0.361464519538836,0.372649106496856,0.442879013965284,0.419213757135096,0.283197757420193,0.325484471404061,0.928
0.068,0.361659430156172,0.372927553038496,0.442856662724062,0.420036583627444,0.283644083927738,0.325245736674788,0.928
0.07,0.361854340773508,0.373090885017368,0.442834311482841,0.421229479883627,0.284090410435282,0.324671269975842,0.928
