xs,mean_lm,mean_lowess,UCI_lm,UCI_lowess,LCI_lm,LCI_lowess,PValue
0,0.365509091920919,,0.473487720074631,,0.25669402274879,,0.756
0.002,0.365620560116555,0.350185664041914,0.473323243105449,0.464968136605555,0.257152291971441,0.230869268060566,0.756
0.004,0.365732028312191,0.354385870320334,0.473158766136268,0.46851759003283,0.257610561194092,0.232206437411748,0.756
0.006,0.365843496507827,0.358486679016213,0.472994289167086,0.486734370960659,0.258068830416742,0.235695249893831,0.756
0.008,0.365954964703462,0.358855886129992,0.472829812197904,0.48336676783486,0.258501040243195,0.239019004926822,0.756
0.01,0.366066432899098,0.359682378030123,0.472665335228722,0.48044750707712,0.258894769539308,0.242343805783197,0.756
0.012,0.366177901094734,0.360041131823691,0.47250085825954,0.477773979642756,0.259288498835422,0.245495002040906,0.756
0.014,0.36628936929037,0.36040101806581,0.472336381290358,0.475136391713676,0.259682228131535,0.248613378664573,0.756
0.016,0.366400837486006,0.360853859233428,0.472171904321176,0.472229802907999,0.260075957427648,0.247997668544203,0.756
0.018,0.366512305681641,0.361452752721047,0.472007427351994,0.471258867875216,0.260469686723761,0.250847307484805,0.756
0.02,0.366623773877277,0.3618045741529,0.471842950382812,0.468202008617972,0.260863416019874,0.253918171436155,0.756
0.022,0.366735242072913,0.362157574330124,0.47167847341363,0.466407943529235,0.261257145315988,0.256907858015264,0.756
0.024,0.366846710268549,0.362511780353916,0.471513996444448,0.465104055327486,0.261650874612101,0.258724559474063,0.756
0.026,0.366958178464185,0.362867174743827,0.471349519475266,0.464245493045944,0.262044603908214,0.260542434628821,0.756
0.028,0.36706964665982,0.363223739754901,0.471185042506084,0.462429285306809,0.262438333204327,0.262299252800684,0.756
0.03,0.367181114855456,0.363581457642184,0.471020565536902,0.461106554710309,0.26283206250044,0.263011004237627,0.756
0.032,0.367292583051092,0.36394031066072,0.47085608856772,0.460735995532271,0.263225791796554,0.264650055179445,0.756
0.034,0.367404051246728,0.364300281065556,0.470691611598538,0.460271615264486,0.263619521092667,0.267420908885094,0.756
