Comparison,Threshold,Run,t,p
CitCit-GlcCit,0.98,47,-2.22925172938883,0.0291116577075366
GlcGlc-CitCit,0.98,48,0.26088450346251,0.795571395175667
GlcGlc-GlcCit,0.98,48,-0.258308915592757,0.797525247273288
CitCit-GlcCit,0.98,48,-0.407606256471786,0.685280084153621
GlcGlc-CitCit,0.98,49,1.76349515474767,0.0808116124455077
GlcGlc-GlcCit,0.98,49,-0.656627214600898,0.512777050127848
CitCit-GlcCit,0.98,49,-2.76486662403241,0.00685874429856984
GlcGlc-CitCit,0.98,50,0.408458094964194,0.684311249107792
GlcGlc-GlcCit,0.98,50,1.42665113316865,0.156637380763585
CitCit-GlcCit,0.98,50,0.886887593372006,0.378070547789275
GlcGlc-CitCit,0.98,51,1.30530533955835,0.199934758753644
GlcGlc-GlcCit,0.98,51,-0.104141834575495,0.917314413242611
CitCit-GlcCit,0.98,51,-1.1790013544041,0.243274513920677
GlcGlc-CitCit,0.98,52,1.25201222011364,0.214799431192483
GlcGlc-GlcCit,0.98,52,-0.948094445912401,0.344797310193779
CitCit-GlcCit,0.98,52,-2.35119492333148,0.0227304845697588
GlcGlc-CitCit,0.98,53,2.24469273575915,0.0273075659166276
GlcGlc-GlcCit,0.98,53,0.90443778760015,0.370208515104979
CitCit-GlcCit,0.98,53,-0.646066393435477,0.521306064739134
GlcGlc-CitCit,0.98,54,0.559253472408934,0.579839746282518
GlcGlc-GlcCit,0.98,54,-0.259059548299919,0.796540355535463
CitCit-GlcCit,0.98,54,-0.677864541175667,0.501347812162196
GlcGlc-CitCit,0.98,55,2.63272557506715,0.00971186317099525
GlcGlc-GlcCit,0.98,55,-2.23731514667195,0.0299827527024216
CitCit-GlcCit,0.98,55,-4.39451076944842,9.02570547763868e-05
GlcGlc-CitCit,0.98,56,1.47090151238907,0.145559956747474
GlcGlc-GlcCit,0.98,56,0.828074672118696,0.40978960698773
CitCit-GlcCit,0.98,56,-0.505226241236024,0.614908692177776
GlcGlc-CitCit,0.98,57,1.07001368013638,0.287147612274495
GlcGlc-GlcCit,0.98,57,0.233631484001834,0.815560935439205
CitCit-GlcCit,0.98,57,-0.909402755234536,0.36581478494696
GlcGlc-CitCit,0.98,58,-2.31072346217171,0.0239971130359212
GlcGlc-GlcCit,0.98,58,-3.49414345267987,0.000726158669423131
CitCit-GlcCit,0.98,58,-1.12459680549107,0.26335986472731
GlcGlc-CitCit,0.98,59,-0.421009834614693,0.67438551293039
GlcGlc-GlcCit,0.98,59,0.443155312613324,0.658179759132634
CitCit-GlcCit,0.98,59,0.888364297522801,0.376128652114912
GlcGlc-CitCit,0.98,60,0.0839399084909143,0.933373160750279
GlcGlc-GlcCit,0.98,60,-0.632542777251724,0.527863265984621
CitCit-GlcCit,0.98,60,-0.632142453654581,0.529351042284771
GlcGlc-CitCit,0.98,61,0.254873269047642,0.800756302818624
GlcGlc-GlcCit,0.98,61,-0.200421158441043,0.841711659794134
CitCit-GlcCit,0.98,61,-0.369110701548956,0.713752712926131
GlcGlc-CitCit,0.98,62,0.325917233112219,0.746196775486066
GlcGlc-GlcCit,0.98,62,-1.34379419962027,0.182826397641829
CitCit-GlcCit,0.98,62,-1.28161186000014,0.204961013816254
GlcGlc-CitCit,0.98,63,0.701377923537189,0.489214120887306
GlcGlc-GlcCit,0.98,63,-0.0109048756020776,0.991341447421017
CitCit-GlcCit,0.98,63,-0.625590631043614,0.535839044340804
GlcGlc-CitCit,0.98,64,1.41118892299207,0.164135439579343
GlcGlc-GlcCit,0.98,64,-1.24830393409844,0.215725189428888
CitCit-GlcCit,0.98,64,-3.57872440840445,0.000562215521860612
GlcGlc-CitCit,0.98,65,4.25602721708961,3.84707009844894e-05
GlcGlc-GlcCit,0.98,65,-1.0025342440637,0.317362206927757
CitCit-GlcCit,0.98,65,-5.76303483144591,1.47484542848331e-07
GlcGlc-CitCit,0.98,66,-2.13527151291682,0.0357134923766787
GlcGlc-GlcCit,0.98,66,-3.92090563324051,0.000164467403231054
CitCit-GlcCit,0.98,66,-2.56472181432964,0.0115044690329914
GlcGlc-CitCit,0.98,67,2.63533957524758,0.0129592828482465
GlcGlc-GlcCit,0.98,67,2.15274788291195,0.0336736491928443
CitCit-GlcCit,0.98,67,-0.84028562274865,0.405023403213647
GlcGlc-CitCit,0.98,68,-0.703334461915024,0.483813648330961
GlcGlc-GlcCit,0.98,68,-2.96400900254944,0.0040811836887519
CitCit-GlcCit,0.98,68,-2.72513094229588,0.00850177187854589
GlcGlc-CitCit,0.98,69,-0.106501973153047,0.915430107204367
GlcGlc-GlcCit,0.98,69,-3.78303428995077,0.00021564386042804
CitCit-GlcCit,0.98,69,-3.04211025562365,0.00307685852678938
GlcGlc-CitCit,0.98,70,4.22182304714944,4.56172118326074e-05
GlcGlc-GlcCit,0.98,70,-2.09410146803521,0.0383231510383577
CitCit-GlcCit,0.98,70,-5.92517361793095,5.66381302255539e-08
GlcGlc-CitCit,0.98,71,-1.58434688086073,0.115216999089729
GlcGlc-GlcCit,0.98,71,-2.98457773388717,0.00324374345777763
CitCit-GlcCit,0.98,71,-1.33876852210129,0.182634223035782
GlcGlc-CitCit,0.98,72,0.852347023328261,0.395432233979482
GlcGlc-GlcCit,0.98,72,-0.906201174559454,0.366151697293383
CitCit-GlcCit,0.98,72,-1.81664226810728,0.0716461404830014
GlcGlc-CitCit,0.98,73,2.49367769170203,0.0139038167094408
GlcGlc-GlcCit,0.98,73,1.69357877060123,0.0952467763708602
CitCit-GlcCit,0.98,73,-0.243050798033581,0.808915472421465
GlcGlc-CitCit,0.98,74,3.72624391975253,0.000280611121478019
GlcGlc-GlcCit,0.98,74,-0.0774827990403505,0.938663530914693
CitCit-GlcCit,0.98,74,-2.0171494271814,0.0514135991552253
GlcGlc-CitCit,0.98,75,0.511961489158793,0.613729406088743
GlcGlc-GlcCit,0.98,75,-2.13863580961078,0.0355698705623911
CitCit-GlcCit,0.98,75,-1.83759136982177,0.0764718226015106
GlcGlc-CitCit,0.98,76,0.89462231597096,0.373842217952746
GlcGlc-GlcCit,0.98,76,0.132894417951887,0.894540354286642
CitCit-GlcCit,0.98,76,-0.645766238598427,0.520285999470516
GlcGlc-CitCit,0.98,77,2.90297185983723,0.00445879843444326
GlcGlc-GlcCit,0.98,77,-0.970777208352385,0.335296531784898
CitCit-GlcCit,0.98,77,-3.09958897288772,0.00348507984686871
GlcGlc-CitCit,0.98,78,3.55298397171283,0.000552661865747186
GlcGlc-GlcCit,0.98,78,0.408899181811551,0.683874021738823
CitCit-GlcCit,0.98,78,-2.57577538929637,0.0130194673528889
GlcGlc-CitCit,0.98,79,1.34015964564899,0.185234599410424
GlcGlc-GlcCit,0.98,79,-0.369301202813406,0.712723008834417
CitCit-GlcCit,0.98,79,-1.45322614380174,0.150280733350505
GlcGlc-CitCit,0.98,80,1.85380481665381,0.0671167032401624
GlcGlc-GlcCit,0.98,80,0.565322260774942,0.572681446088307
CitCit-GlcCit,0.98,80,-1.26362554385579,0.210084802046955
GlcGlc-CitCit,0.98,81,2.94200994345217,0.00368343748183158
GlcGlc-GlcCit,0.98,81,-0.370195246934324,0.711802393920041
CitCit-GlcCit,0.98,81,-2.92884902213955,0.00406440711862318
GlcGlc-CitCit,0.98,82,3.8276942572707,0.00020658781882837
GlcGlc-GlcCit,0.98,82,1.39943256997327,0.163372907835462
CitCit-GlcCit,0.98,82,-2.22541884130406,0.0278857048035556
GlcGlc-CitCit,0.98,83,-1.67704412639788,0.0969755001026337
GlcGlc-GlcCit,0.98,83,-2.55683133832385,0.0134794390237766
CitCit-GlcCit,0.98,83,-1.27468324402677,0.207313627757882
GlcGlc-CitCit,0.98,84,2.68980193779272,0.00835307463578444
GlcGlc-GlcCit,0.98,84,2.1199633476179,0.0352269683878298
CitCit-GlcCit,0.98,84,-0.643679763503956,0.521262342031589
GlcGlc-CitCit,0.98,85,3.23265120818802,0.00154837377522724
GlcGlc-GlcCit,0.98,85,2.47824056765939,0.0148680317416023
CitCit-GlcCit,0.98,85,-0.261313700782713,0.794459717297242
GlcGlc-CitCit,0.98,86,0.715260124916832,0.476764817989697
GlcGlc-GlcCit,0.98,86,2.09781477486274,0.0374302345989416
CitCit-GlcCit,0.98,86,1.36336458647029,0.176756123691514
GlcGlc-CitCit,0.98,87,2.75620101026692,0.00685993532174629
GlcGlc-GlcCit,0.98,87,-0.45284597449406,0.651254999396429
CitCit-GlcCit,0.98,87,-3.12314521639854,0.00235874927859912
GlcGlc-CitCit,0.98,88,1.35448349201914,0.179864140945914
GlcGlc-GlcCit,0.98,88,-0.600373179349894,0.549155436744088
CitCit-GlcCit,0.98,88,-1.74668118078394,0.0843527001491896
GlcGlc-CitCit,0.98,89,-0.154998027750546,0.877428083939575
GlcGlc-GlcCit,0.98,89,-3.43633359602069,0.00118682881139073
CitCit-GlcCit,0.98,89,-2.55900056047528,0.0128735978554782
GlcGlc-CitCit,0.98,90,1.35576307543048,0.180878540184722
GlcGlc-GlcCit,0.98,90,-0.518901179364901,0.605327187534583
CitCit-GlcCit,0.98,90,-1.51311527484118,0.135181621796686
GlcGlc-CitCit,0.98,91,2.20375514122517,0.0291216221302705
GlcGlc-GlcCit,0.98,91,-1.1681658731505,0.245484705944736
CitCit-GlcCit,0.98,91,-2.81740147248062,0.0059789133863351
GlcGlc-CitCit,0.98,92,2.79814012764231,0.00644322426360932
GlcGlc-GlcCit,0.98,92,1.75718719713878,0.0832975427071894
CitCit-GlcCit,0.98,92,-0.251292321046101,0.80230040520917
GlcGlc-CitCit,0.98,93,-0.202321592740641,0.841134259781604
GlcGlc-GlcCit,0.98,93,-0.26492783237529,0.791756351088253
CitCit-GlcCit,0.98,93,-0.00756954475576116,0.993997668722595
GlcGlc-CitCit,0.98,94,1.40874554634518,0.161281615518195
GlcGlc-GlcCit,0.98,94,-1.10085754267401,0.276664274026952
CitCit-GlcCit,0.98,94,-2.02917594028251,0.0485225174173197
GlcGlc-CitCit,0.98,95,-0.988000502249173,0.325044675829822
GlcGlc-GlcCit,0.98,95,-3.37980355227979,0.000919345869471945
CitCit-GlcCit,0.98,95,-2.87755430416301,0.00469259162307462
GlcGlc-CitCit,0.98,96,2.0150456337015,0.0475170073904024
GlcGlc-GlcCit,0.98,96,-0.043537134279936,0.965748279353427
CitCit-GlcCit,0.98,96,-1.04365744292111,0.308490846289426
GlcGlc-CitCit,0.98,97,2.35258293608085,0.0204468828671955
GlcGlc-GlcCit,0.98,97,-1.43363243731279,0.157950709811115
CitCit-GlcCit,0.98,97,-3.13229605770047,0.00280334520090589
GlcGlc-CitCit,0.98,98,1.96583786435679,0.0533792467829057
GlcGlc-GlcCit,0.98,98,-0.520784107803248,0.603775428748217
CitCit-GlcCit,0.98,98,-2.58691715688426,0.0115005178219536
GlcGlc-CitCit,0.98,99,-3.14223561965211,0.00201162439225122
GlcGlc-GlcCit,0.98,99,-0.505536435196618,0.614379240710538
CitCit-GlcCit,0.98,99,1.95338125910624,0.0543020163943066
GlcGlc-CitCit,0.98,100,1.49689083798882,0.136988048445831
GlcGlc-GlcCit,0.98,100,2.55738248175722,0.0117264252083717
CitCit-GlcCit,0.98,100,1.18869056860724,0.237412998732861
GlcGlc-CitCit,0.98,101,-0.17406044142709,0.862424421750115
GlcGlc-GlcCit,0.98,101,-2.47141525119688,0.0158261930309634
CitCit-GlcCit,0.98,101,-1.97876189734479,0.0519940628050436
GlcGlc-CitCit,0.98,102,0.868740807014278,0.386335925955512
GlcGlc-GlcCit,0.98,102,-1.82294137545771,0.0720000291992657
CitCit-GlcCit,0.98,102,-2.46221555288097,0.0161640136988459
GlcGlc-CitCit,0.98,103,0.495822264449611,0.62092554432986
GlcGlc-GlcCit,0.98,103,-1.41665066258674,0.158838540223509
CitCit-GlcCit,0.98,103,-2.37309724455391,0.0194975223895714
GlcGlc-CitCit,0.98,104,3.66169449528911,0.000355533085078195
GlcGlc-GlcCit,0.98,104,-0.23254634156429,0.816832993845634
CitCit-GlcCit,0.98,104,-3.0044152951193,0.00388949001426559
GlcGlc-CitCit,0.98,105,1.94584305675874,0.0534140309773959
GlcGlc-GlcCit,0.98,105,0.319651919126069,0.749540128043056
CitCit-GlcCit,0.98,105,-1.4641783835005,0.14513223431642
GlcGlc-CitCit,0.98,106,3.56429454303008,0.000613222604826095
GlcGlc-GlcCit,0.98,106,1.14014922771271,0.260312435400651
CitCit-GlcCit,0.98,106,-1.41240804233422,0.164113502516386
GlcGlc-CitCit,0.98,107,-0.0549581038341277,0.956294023883081
GlcGlc-GlcCit,0.98,107,-1.48534188575179,0.140372501625883
CitCit-GlcCit,0.98,107,-1.85230389805041,0.0675706546331168
GlcGlc-CitCit,0.98,108,-1.47914613052549,0.152463550596321
GlcGlc-GlcCit,0.98,108,-0.12328164162216,0.902532778886784
CitCit-GlcCit,0.98,108,0.996351642849443,0.324296933315469
GlcGlc-CitCit,0.98,109,-0.100700211051736,0.919984877564505
GlcGlc-GlcCit,0.98,109,1.26364570054831,0.211043028748106
CitCit-GlcCit,0.98,109,1.29385255066818,0.200394706777186
GlcGlc-CitCit,0.98,110,2.08138769992076,0.0413160882253824
GlcGlc-GlcCit,0.98,110,2.16591419065276,0.0385141242378455
CitCit-GlcCit,0.98,110,0.777574583584756,0.443386363780185
GlcGlc-CitCit,0.98,111,3.09167910523542,0.00272960493176207
GlcGlc-GlcCit,0.98,111,2.62685940524275,0.00975204650276273
CitCit-GlcCit,0.98,111,0.0351138065051069,0.972050995620546
GlcGlc-CitCit,0.98,112,0.0440095870835825,0.964970231559931
GlcGlc-GlcCit,0.98,112,-0.641668907258215,0.522555275402522
CitCit-GlcCit,0.98,112,-0.688240803755901,0.493228996111636
GlcGlc-CitCit,0.98,113,0.278075610138342,0.781849702954284
GlcGlc-GlcCit,0.98,113,-1.14163172659955,0.255621028891306
CitCit-GlcCit,0.98,113,-1.23106217661579,0.223073212652015
GlcGlc-CitCit,0.98,114,-1.1409865657834,0.255478832211199
GlcGlc-GlcCit,0.98,114,-1.4070959539451,0.162380800446291
CitCit-GlcCit,0.98,114,-0.63327761049281,0.528603805900106
GlcGlc-CitCit,0.98,115,0.63010617683361,0.529762180824093
GlcGlc-GlcCit,0.98,115,-1.10169654977491,0.272238015702389
CitCit-GlcCit,0.98,115,-1.83657755150691,0.0690431289117482
GlcGlc-CitCit,0.98,116,-1.81715703353796,0.0725710645199191
GlcGlc-GlcCit,0.98,116,-3.47641722652437,0.000716341693601518
CitCit-GlcCit,0.98,116,-1.51664587924488,0.133163788564669
GlcGlc-CitCit,0.98,117,-0.194336098799772,0.846328458422425
GlcGlc-GlcCit,0.98,117,0.526489394522069,0.599729085304814
CitCit-GlcCit,0.98,117,0.789624443895438,0.431603204518351
GlcGlc-CitCit,0.98,118,1.2097970579612,0.22907401908047
GlcGlc-GlcCit,0.98,118,0.647533822040905,0.517925407285536
CitCit-GlcCit,0.98,118,-0.553047715182135,0.581471449520682
GlcGlc-CitCit,0.98,119,-1.62249780366956,0.107863562755731
GlcGlc-GlcCit,0.98,119,0.290627672440801,0.771867992515429
CitCit-GlcCit,0.98,119,1.86526917878588,0.0658750594198764
GlcGlc-CitCit,0.98,120,0.909379175837501,0.366301414029307
GlcGlc-GlcCit,0.98,120,1.03989845121399,0.303040834473841
CitCit-GlcCit,0.98,120,0.337337631433082,0.737046319030803
GlcGlc-CitCit,0.98,121,3.23235502620733,0.00148688981084934
GlcGlc-GlcCit,0.98,121,1.53137983175015,0.127552473042291
CitCit-GlcCit,0.98,121,-1.28442158523615,0.20131690093811
GlcGlc-CitCit,0.98,122,0.754140562601551,0.452063684107567
GlcGlc-GlcCit,0.98,122,-1.95430269604627,0.0525058236606826
CitCit-GlcCit,0.98,122,-2.79131488735228,0.00623439098424095
GlcGlc-CitCit,0.98,123,-2.03388900162326,0.0441681666683528
GlcGlc-GlcCit,0.98,123,-0.743207992271162,0.458267379307914
CitCit-GlcCit,0.98,123,1.21404611502284,0.227000932826487
GlcGlc-CitCit,0.98,124,-0.728484519575849,0.469919517146854
GlcGlc-GlcCit,0.98,124,-1.46155303280061,0.146409135761155
CitCit-GlcCit,0.98,124,-0.610742867591144,0.544400255872923
GlcGlc-CitCit,0.98,125,-0.116687507323918,0.907295003320943
GlcGlc-GlcCit,0.98,125,-1.94853498253467,0.0547160387536405
CitCit-GlcCit,0.98,125,-1.92010994518663,0.0587902006432141
GlcGlc-CitCit,0.98,126,0.394197422279349,0.69406666996838
GlcGlc-GlcCit,0.98,126,-1.46935130240221,0.143572377337841
CitCit-GlcCit,0.98,126,-1.82876954612894,0.0700011800301624
GlcGlc-CitCit,0.98,127,-0.126754966848922,0.89936148738415
GlcGlc-GlcCit,0.98,127,-0.314325839717822,0.7538488971329
CitCit-GlcCit,0.98,127,-0.195480481320957,0.845424296651565
GlcGlc-CitCit,0.98,128,-0.432016070477392,0.666961217921731
GlcGlc-GlcCit,0.98,128,-0.998791889622611,0.319510662799809
CitCit-GlcCit,0.98,128,-0.453876387432459,0.651208908454421
GlcGlc-CitCit,0.98,129,2.00796705323459,0.0477816574479604
GlcGlc-GlcCit,0.98,129,-0.0251315387467643,0.98000649238565
CitCit-GlcCit,0.98,129,-1.96307575857764,0.0533987063873229
GlcGlc-CitCit,0.98,130,-0.156207719128194,0.876286900976907
GlcGlc-GlcCit,0.98,130,0.178395395902044,0.859077521900036
CitCit-GlcCit,0.98,130,0.327043638670414,0.745188248415463
GlcGlc-CitCit,0.98,131,3.0672858615619,0.00392987636018538
GlcGlc-GlcCit,0.98,131,0.832995001614437,0.407331329089971
CitCit-GlcCit,0.98,131,-1.94140431921512,0.0565748933248004
GlcGlc-CitCit,0.98,132,1.57561509904308,0.119407050521383
GlcGlc-GlcCit,0.98,132,1.30698630486947,0.198430622790646
CitCit-GlcCit,0.98,132,0.0114478619829367,0.99091149697298
GlcGlc-CitCit,0.98,133,0.945664086514878,0.346726733884993
GlcGlc-GlcCit,0.98,133,-1.67483126429112,0.0998557548155042
