Comparison,Threshold,Run,t,p
Both-One,0.96,5,4.24127174820247,0.000161474512726397
Both-Neither,0.96,5,9.22829650656763,3.2776706626413e-09
One-Neither,0.96,5,1.77606597670334,0.0913221780701981
Both-One,0.97,5,7.22536108840332,1.82324717275571e-07
Both-Neither,0.97,5,7.89524020997854,2.59653024758856e-07
One-Neither,0.97,5,0.0361641645680679,0.97145465440685
Both-One,0.98,5,7.06618515582145,8.5555378170636e-06
Both-Neither,0.98,5,6.36025026999724,2.34879672975452e-05
One-Neither,0.98,5,-2.34812569215474,0.0228140060210161
Both-One,0.99,5,3.54016208025042,0.0109620385408112
Both-Neither,0.99,5,3.14384109712083,0.0187493281457068
One-Neither,0.99,5,-1.73930344044983,0.103486552392659
Both-One,0.9925,5,1.84902221783713,0.15561706922697
Both-Neither,0.9925,5,1.90698218491612,0.150374464851348
One-Neither,0.9925,5,0.167128347266545,0.884192243715648
Both-One,0.995,5,,
Both-Neither,0.995,5,,
One-Neither,0.995,5,,
Both-One,0.9,6,2.71437415140077,0.010045026600063
Both-Neither,0.9,6,14.4350454422843,4.28576504246649e-24
One-Neither,0.9,6,3.67499208513183,0.00104762115045641
Both-One,0.91,6,3.18454245113703,0.00296856830138818
Both-Neither,0.91,6,14.5682298064719,2.69776112219568e-24
One-Neither,0.91,6,3.49212118990608,0.00174267961632093
Both-One,0.92,6,3.90743559627498,0.000378933057618517
Both-Neither,0.92,6,15.0278767646055,3.18585161164443e-25
One-Neither,0.92,6,3.56630202581281,0.00149180115101544
Both-One,0.93,6,3.90743559627498,0.000378933057618517
Both-Neither,0.93,6,15.0388792653275,1.71521255997006e-25
One-Neither,0.93,6,3.61703794255659,0.00130196167932395
Both-One,0.94,6,3.90743559627498,0.000378933057618517
Both-Neither,0.94,6,14.9966878705606,2.00326472474514e-25
One-Neither,0.94,6,3.59617824131148,0.00137222372000421
Both-One,0.95,6,3.90743559627498,0.000378933057618517
Both-Neither,0.95,6,14.9860683740811,1.76507809092246e-25
One-Neither,0.95,6,3.60406204313239,0.00134187092862717
Both-One,0.96,6,4.63377144664661,4.07834798389858e-05
Both-Neither,0.96,6,14.9860683740811,1.76507809092246e-25
One-Neither,0.96,6,3.41003055637439,0.00225754060577778
Both-One,0.97,6,9.56658942929024,1.07263786267417e-14
Both-Neither,0.97,6,14.7379837543067,5.03395338752999e-25
One-Neither,0.97,6,3.68447077655898,0.00101010873043446
Both-One,0.98,6,9.41599619435643,2.65781356992234e-14
Both-Neither,0.98,6,14.1845102116287,2.04869513626472e-23
One-Neither,0.98,6,3.5341179943069,0.00154861281945351
Both-One,0.99,6,7.55222443857221,4.37658377665806e-10
Both-Neither,0.99,6,12.1624699528986,8.29519147105039e-19
One-Neither,0.99,6,3.35952322688485,0.0033898004603176
Both-One,0.9925,6,6.56460502837061,2.66957632011326e-08
Both-Neither,0.9925,6,12.0577761707163,2.23991037113953e-18
One-Neither,0.9925,6,7.45376251513781,9.37253309051439e-06
Both-One,0.995,6,5.66808750866683,1.93042557635545e-06
Both-Neither,0.995,6,9.76948801821626,1.69201331827424e-12
One-Neither,0.995,6,14.4262408174319,2.68305335152648e-15
Both-One,0.9,7,3.64299080865202,0.000598058093538454
Both-Neither,0.9,7,14.7058788684765,1.86792216294846e-23
One-Neither,0.9,7,4.21666414595822,0.000146960413963679
Both-One,0.91,7,3.64299080865202,0.000598058093538454
Both-Neither,0.91,7,14.7058788684765,1.86792216294846e-23
One-Neither,0.91,7,4.21666414595822,0.000146960413963679
Both-One,0.92,7,5.45133415268444,1.03109141363145e-06
Both-Neither,0.92,7,14.7058788684765,1.86792216294846e-23
One-Neither,0.92,7,3.70629065556946,0.000697025509733991
Both-One,0.93,7,5.45133415268444,1.03109141363145e-06
Both-Neither,0.93,7,14.6601697541874,2.13969555770114e-23
One-Neither,0.93,7,3.67871997760368,0.000753515895100736
Both-One,0.94,7,5.48105467161681,1.53217598103187e-06
Both-Neither,0.94,7,14.6128949240894,2.49323414224971e-23
One-Neither,0.94,7,2.86211183541488,0.0074595254483272
Both-One,0.95,7,5.61042895115781,9.98670747145892e-07
Both-Neither,0.95,7,14.9382601564489,1.03803188020963e-23
One-Neither,0.95,7,2.86211183541488,0.0074595254483272
Both-One,0.96,7,6.71356696167969,1.96138431342673e-08
Both-Neither,0.96,7,15.7390610091272,5.68866441609141e-25
One-Neither,0.96,7,2.62097066407666,0.013513304252768
Both-One,0.97,7,10.2173875109705,2.72846838582061e-15
Both-Neither,0.97,7,14.7845519541721,2.74366476105191e-22
One-Neither,0.97,7,4.75360301627605,3.44957865039465e-05
Both-One,0.98,7,9.56199223691086,4.36960380702187e-13
Both-Neither,0.98,7,13.854287067545,8.36758806602747e-21
One-Neither,0.98,7,3.48412775767603,0.00209536165577401
Both-One,0.99,7,7.40199803548051,5.32524423324455e-09
Both-Neither,0.99,7,11.0773322063282,8.6604858957418e-15
One-Neither,0.99,7,4.4027309167082,0.000366871406381215
Both-One,0.9925,7,6.56533281070951,1.4843645322661e-05
Both-Neither,0.9925,7,10.7961726274144,1.53878472433719e-14
One-Neither,0.9925,7,2.14540684866976,0.0777710203178301
Both-One,0.995,7,,
Both-Neither,0.995,7,,
One-Neither,0.995,7,,
Both-One,0.9,8,-0.341669989928212,0.73483290526385
Both-Neither,0.9,8,10.4766084872239,4.91072185911833e-13
One-Neither,0.9,8,32.8043452919873,2.12466222145472e-50
Both-One,0.91,8,-0.341669989928212,0.73483290526385
Both-Neither,0.91,8,10.4766084872239,4.91072185911833e-13
One-Neither,0.91,8,32.8043452919873,2.12466222145472e-50
Both-One,0.92,8,-0.341669989928212,0.73483290526385
Both-Neither,0.92,8,10.4766084872239,4.91072185911833e-13
One-Neither,0.92,8,32.8043452919873,2.12466222145472e-50
Both-One,0.93,8,-0.341669989928212,0.73483290526385
Both-Neither,0.93,8,10.4337486485214,5.40210134282008e-13
One-Neither,0.93,8,32.518276891373,9.87992284633064e-50
Both-One,0.94,8,-0.341669989928212,0.73483290526385
Both-Neither,0.94,8,10.329415190263,6.57047664056619e-13
One-Neither,0.94,8,31.613619941755,1.07892392806001e-47
Both-One,0.95,8,-0.341669989928212,0.73483290526385
Both-Neither,0.95,8,10.329415190263,6.57047664056619e-13
One-Neither,0.95,8,31.613619941755,1.07892392806001e-47
Both-One,0.96,8,0.504215402652738,0.617793282236916
Both-Neither,0.96,8,12.1332338310261,4.20980943278043e-15
One-Neither,0.96,8,30.5105528421694,1.80453476365268e-45
Both-One,0.97,8,0.737640997948481,0.466869876966374
Both-Neither,0.97,8,11.7964020397441,3.52043387891556e-14
One-Neither,0.97,8,29.742280627282,5.7475257299254e-44
Both-One,0.98,8,0.487660147718554,0.629877484491338
Both-Neither,0.98,8,10.8563689777959,9.80600247557073e-13
One-Neither,0.98,8,27.6965219625039,8.63322256235593e-40
Both-One,0.99,8,-0.169991806243956,0.866912593358941
Both-Neither,0.99,8,8.19321621650312,3.64209928345146e-08
One-Neither,0.99,8,26.1426605313354,7.20146839771167e-37
Both-One,0.9925,8,0.966434194969763,0.352901101899869
Both-Neither,0.9925,8,8.32863306600911,6.20367194768813e-07
One-Neither,0.9925,8,23.9387946776687,1.03798352572368e-32
Both-One,0.995,8,,
Both-Neither,0.995,8,,
One-Neither,0.995,8,,
Both-One,0.9,9,3.62159496575086,0.000588998033494628
Both-Neither,0.9,9,7.07480584360797,5.97673113761598e-09
One-Neither,0.9,9,3.2698794209353,0.00307286791937529
Both-One,0.91,9,3.62159496575086,0.000588998033494628
Both-Neither,0.91,9,7.12583196137508,4.9310330403078e-09
One-Neither,0.91,9,3.33622163756526,0.00259591211864341
Both-One,0.92,9,3.62159496575086,0.000588998033494628
Both-Neither,0.92,9,7.12583196137508,4.9310330403078e-09
One-Neither,0.92,9,3.33622163756526,0.00259591211864341
Both-One,0.93,9,3.24111355244911,0.00194584440900059
Both-Neither,0.93,9,6.87666740982328,1.3984189873154e-08
One-Neither,0.93,9,3.33622163756526,0.00259591211864341
Both-One,0.94,9,3.24111355244911,0.00194584440900059
Both-Neither,0.94,9,6.87666740982328,1.3984189873154e-08
One-Neither,0.94,9,3.33622163756526,0.00259591211864341
Both-One,0.95,9,3.28358791170735,0.00175655803593367
Both-Neither,0.95,9,6.82938925988182,2.21041197242123e-08
One-Neither,0.95,9,3.1685892657618,0.00414095574023888
Both-One,0.96,9,3.85303762155783,0.000312859404308165
Both-Neither,0.96,9,7.44122296465375,5.81892238608484e-09
One-Neither,0.96,9,3.1685892657618,0.00414095574023888
Both-One,0.97,9,3.3041603410041,0.00179054651479088
Both-Neither,0.97,9,6.47470875643346,2.27199095603323e-07
One-Neither,0.97,9,3.2807309897626,0.00327496183732625
Both-One,0.98,9,3.35040471666767,0.00160062710914615
Both-Neither,0.98,9,6.97465865353303,6.14780714782058e-08
One-Neither,0.98,9,3.78984451990748,0.00101009934032865
Both-One,0.99,9,1.46061364498763,0.155053586102366
Both-Neither,0.99,9,4.97207320199771,4.81511279059993e-05
One-Neither,0.99,9,3.74990744852262,0.00348399243953502
Both-One,0.9925,9,0.822130152266482,0.419835176424018
Both-Neither,0.9925,9,3.70134642877217,0.00192168796402793
One-Neither,0.9925,9,3.75951733392232,0.00551706114878224
Both-One,0.995,9,1.57010954027449,0.140401365017471
Both-Neither,0.995,9,4.20962453309566,0.000885751245975029
One-Neither,0.995,9,14.5732802486983,3.06069266011893e-18
Both-One,0.9,10,-0.754111016156246,0.452458893683834
Both-Neither,0.9,10,8.34750486558671,4.47472227672242e-12
One-Neither,0.9,10,8.95838806740039,4.14728702676378e-13
Both-One,0.91,10,-0.416895989978451,0.677615957146565
Both-Neither,0.91,10,8.34750486558671,4.47472227672242e-12
One-Neither,0.91,10,8.66362308641114,1.77210449668484e-12
Both-One,0.92,10,-0.416895989978451,0.677615957146565
Both-Neither,0.92,10,8.34750486558671,4.47472227672242e-12
One-Neither,0.92,10,8.66362308641114,1.77210449668484e-12
Both-One,0.93,10,-0.984139310638351,0.327519242969726
Both-Neither,0.93,10,8.01177273774721,2.06426073099459e-11
One-Neither,0.93,10,8.30495694528645,1.00888562172919e-11
Both-One,0.94,10,-1.41348431334979,0.161394552537582
Both-Neither,0.94,10,8.01177273774721,2.06426073099459e-11
One-Neither,0.94,10,8.01551504612165,1.50806835413005e-10
Both-One,0.95,10,-1.06952384369542,0.288034240210839
Both-Neither,0.95,10,8.15029468591785,2.43773814010792e-11
One-Neither,0.95,10,8.01551504612165,1.50806835413005e-10
Both-One,0.96,10,-1.06952384369542,0.288034240210839
Both-Neither,0.96,10,8.15029468591785,2.43773814010792e-11
One-Neither,0.96,10,8.01551504612165,1.50806835413005e-10
Both-One,0.97,10,1.12970375633129,0.262618116485075
Both-Neither,0.97,10,8.03198510636498,2.83006862997853e-11
One-Neither,0.97,10,6.52101729852443,1.03592411738969e-07
Both-One,0.98,10,1.21902393061954,0.228323251690481
Both-Neither,0.98,10,8.79250718315125,6.30283925730679e-13
One-Neither,0.98,10,6.12319617001205,6.35724770064178e-07
Both-One,0.99,10,-0.303382532395579,0.76350624952904
Both-Neither,0.99,10,5.74873086485972,6.75354546469755e-07
One-Neither,0.99,10,5.37353279618067,2.85868992433076e-05
Both-One,0.9925,10,-0.998251170894019,0.32825797796663
Both-Neither,0.9925,10,5.40484868778531,4.15335917127602e-06
One-Neither,0.9925,10,6.21884023422879,2.57589062291538e-05
Both-One,0.995,10,,
Both-Neither,0.995,10,,
One-Neither,0.995,10,,
Both-One,0.9,11,1.27628471100918,0.207341031049862
Both-Neither,0.9,11,13.9810765477741,5.01854135640021e-25
One-Neither,0.9,11,5.06220902004791,1.01547432925725e-05
Both-One,0.91,11,1.27628471100918,0.207341031049862
Both-Neither,0.91,11,13.9810765477741,5.01854135640021e-25
One-Neither,0.91,11,5.06220902004791,1.01547432925725e-05
Both-One,0.92,11,1.27628471100918,0.207341031049862
Both-Neither,0.92,11,13.9810765477741,5.01854135640021e-25
One-Neither,0.92,11,5.06220902004791,1.01547432925725e-05
Both-One,0.93,11,1.27628471100918,0.207341031049862
Both-Neither,0.93,11,13.9810765477741,5.01854135640021e-25
One-Neither,0.93,11,5.06220902004791,1.01547432925725e-05
Both-One,0.94,11,1.27628471100918,0.207341031049862
Both-Neither,0.94,11,13.9810765477741,5.01854135640021e-25
One-Neither,0.94,11,5.06220902004791,1.01547432925725e-05
Both-One,0.95,11,1.27628471100918,0.207341031049862
Both-Neither,0.95,11,13.9810765477741,5.01854135640021e-25
One-Neither,0.95,11,5.06220902004791,1.01547432925725e-05
Both-One,0.96,11,3.1043956290423,0.00317266133146301
Both-Neither,0.96,11,13.9810765477741,5.01854135640021e-25
One-Neither,0.96,11,3.73660725668023,0.000699561271792827
Both-One,0.97,11,9.28092487863953,5.23982753254396e-15
Both-Neither,0.97,11,13.9216147249453,5.63514117071482e-25
One-Neither,0.97,11,3.43129878901202,0.00170890383966504
Both-One,0.98,11,7.18630523976759,3.47397269893369e-09
Both-Neither,0.98,11,13.9286622536638,4.60587539115836e-25
One-Neither,0.98,11,4.29825269830255,0.000507500279972337
Both-One,0.99,11,3.3633201966011,0.00137211063992927
Both-Neither,0.99,11,9.25964062686087,2.2209964383124e-13
One-Neither,0.99,11,21.4800564272201,9.23655879811497e-28
Both-One,0.9925,11,3.98594656267756,0.000223234093344869
Both-Neither,0.9925,11,9.39007834473919,6.79700777642961e-13
One-Neither,0.9925,11,17.0916868466566,3.74036672645981e-10
Both-One,0.995,11,1.90243115276651,0.0661470839986663
Both-Neither,0.995,11,7.03498936414892,2.6575783945211e-08
One-Neither,0.995,11,19.9759479835414,2.04614461929626e-27
Both-One,0.9,12,2.98850474551014,0.00616804661263406
Both-Neither,0.9,12,6.88137575196499,1.00984081104183e-05
One-Neither,0.9,12,4.53250165298837,0.000186540484845209
Both-One,0.91,12,2.98850474551014,0.00616804661263406
Both-Neither,0.91,12,6.88137575196499,1.00984081104183e-05
One-Neither,0.91,12,4.53250165298837,0.000186540484845209
Both-One,0.92,12,2.98850474551014,0.00616804661263406
Both-Neither,0.92,12,6.90246291087633,9.76353354521485e-06
One-Neither,0.92,12,4.56210985635364,0.000173675852721739
Both-One,0.93,12,2.98850474551014,0.00616804661263406
Both-Neither,0.93,12,6.90192523742207,9.75733336478669e-06
One-Neither,0.93,12,4.56140531795839,0.00017375516182408
Both-One,0.94,12,2.98850474551014,0.00616804661263406
Both-Neither,0.94,12,6.88024583995586,1.00522744936905e-05
One-Neither,0.94,12,4.53114028655707,0.000186173552725938
Both-One,0.95,12,2.81674087733091,0.00902349227874129
Both-Neither,0.95,12,6.88024583995586,1.00522744936905e-05
One-Neither,0.95,12,4.21887987931463,0.000484316130915265
Both-One,0.96,12,2.81674087733091,0.00902349227874129
Both-Neither,0.96,12,6.86545368940074,1.01894654817247e-05
One-Neither,0.96,12,4.20092016003597,0.000501658931431219
Both-One,0.97,12,2.43783767868486,0.0217943347622087
Both-Neither,0.97,12,6.8707906922572,1.00195641231694e-05
One-Neither,0.97,12,4.60921370754144,0.00026578703557973
Both-One,0.98,12,1.66136883453254,0.109135366992605
Both-Neither,0.98,12,6.82884809669594,1.05132651629396e-05
One-Neither,0.98,12,4.83836800179474,0.000372893126765282
Both-One,0.99,12,-0.344439801313378,0.743349188493004
Both-Neither,0.99,12,2.64309342323716,0.0568728704838016
One-Neither,0.99,12,7.06705211947018,4.57594908686164e-05
Both-One,0.9925,12,-0.344439801313378,0.743349188493004
Both-Neither,0.9925,12,2.63880716894401,0.0570751118492352
One-Neither,0.9925,12,7.04940238437281,4.54897692155577e-05
Both-One,0.995,12,1.1784730818793,0.303925772192321
Both-Neither,0.995,12,2.76656326863947,0.0498179819246038
One-Neither,0.995,12,20.2694231968053,2.62834766880568e-35
Both-One,0.9,13,1.7115362004582,0.0938448096420261
Both-Neither,0.9,13,8.21322645860035,7.62275160291714e-09
One-Neither,0.9,13,3.82675241239412,0.000729461540378795
Both-One,0.91,13,1.7115362004582,0.0938448096420261
Both-Neither,0.91,13,8.21322645860035,7.62275160291714e-09
One-Neither,0.91,13,3.82675241239412,0.000729461540378795
Both-One,0.92,13,2.12864663887748,0.0387898291127242
Both-Neither,0.92,13,8.2745873081685,6.26226780743423e-09
One-Neither,0.92,13,3.65884228458206,0.00116755705441477
Both-One,0.93,13,3.38819177363297,0.00149346213928199
Both-Neither,0.93,13,8.27754926424684,6.16886990303128e-09
One-Neither,0.93,13,2.88864002334424,0.00838833660097455
Both-One,0.94,13,3.71203222443817,0.000712696341756869
Both-Neither,0.94,13,8.27754926424684,6.16886990303128e-09
One-Neither,0.94,13,1.8390487537876,0.0824860671697189
Both-One,0.95,13,4.35724130164905,0.000114908356480143
Both-Neither,0.95,13,9.203343426039,3.59716353721914e-09
One-Neither,0.95,13,1.83961300268181,0.0823884280643072
Both-One,0.96,13,4.35724130164905,0.000114908356480143
Both-Neither,0.96,13,9.203343426039,3.59716353721914e-09
One-Neither,0.96,13,1.83961300268181,0.0823884280643072
Both-One,0.97,13,3.26856558978676,0.00318701542261386
Both-Neither,0.97,13,8.83380202085415,1.14978581997788e-08
One-Neither,0.97,13,2.20723953941395,0.0450680050737854
Both-One,0.98,13,1.51103835001052,0.152614885312265
Both-Neither,0.98,13,7.42373066817909,6.08442237722235e-07
One-Neither,0.98,13,2.87005705129572,0.0201788934682311
Both-One,0.99,13,-1.67337584812294,0.118130946318931
Both-Neither,0.99,13,5.6052438469971,6.98497243431316e-05
One-Neither,0.99,13,44.3413047858773,6.54041604440424e-84
Both-One,0.9925,13,-1.29910732383549,0.22047679284569
Both-Neither,0.9925,13,5.35271462755794,0.000197988955774942
One-Neither,0.9925,13,43.3564148972071,1.68983618250067e-81
Both-One,0.995,13,,
Both-Neither,0.995,13,,
One-Neither,0.995,13,,
Both-One,0.9,14,3.82271757166964,0.00028017849163498
Both-Neither,0.9,14,10.1415767804293,7.1918513683737e-12
One-Neither,0.9,14,4.83197774599342,1.75478735321378e-05
Both-One,0.91,14,4.11590859052991,0.000104103219727314
Both-Neither,0.91,14,10.1645281968733,6.7600542518202e-12
One-Neither,0.91,14,4.67341863092835,3.04024955684634e-05
Both-One,0.92,14,4.11590859052991,0.000104103219727314
Both-Neither,0.92,14,10.2469076557534,5.50836200109754e-12
One-Neither,0.92,14,4.75763359584324,2.32264980118068e-05
Both-One,0.93,14,3.37354045624188,0.00125260178924863
Both-Neither,0.93,14,9.39893981659121,1.70438135326558e-10
One-Neither,0.93,14,4.71291631375275,2.66178185488125e-05
