Comparison,Threshold,Run,t,p
GlcGlc-GlcCit,0.98,93,-17.7100832131605,2.28388038460601e-47
CitCit-GlcCit,0.98,93,-11.7587207560566,1.30419162017113e-19
GlcGlc-CitCit,0.98,94,6.25331813448483,2.10332440669443e-09
GlcGlc-GlcCit,0.98,94,-9.53645694538325,1.59050703586653e-18
CitCit-GlcCit,0.98,94,-19.1618159571386,3.89485875426268e-44
GlcGlc-CitCit,0.98,95,-1.70672727987002,0.0900244048456451
GlcGlc-GlcCit,0.98,95,-10.2895219852636,3.56584324413448e-19
CitCit-GlcCit,0.98,95,-6.67861685537374,3.60355109110696e-10
GlcGlc-CitCit,0.98,96,2.21910913251177,0.0279578812067511
GlcGlc-GlcCit,0.98,96,-4.16862975989496,7.03449939530837e-05
CitCit-GlcCit,0.98,96,-6.07084628433824,3.73388052651601e-08
GlcGlc-CitCit,0.98,97,0.782809248453274,0.434559724109454
GlcGlc-GlcCit,0.98,97,-12.6137513478569,8.78295507376078e-25
CitCit-GlcCit,0.98,97,-13.6679869595713,4.08370555431291e-26
GlcGlc-CitCit,0.98,98,5.13471491143257,1.16305235777336e-06
GlcGlc-GlcCit,0.98,98,-3.45215015392783,0.000734888616426889
CitCit-GlcCit,0.98,98,-11.5197256644317,5.73296599816701e-21
GlcGlc-CitCit,0.98,99,1.93772723079571,0.0544420206195691
GlcGlc-GlcCit,0.98,99,-8.84866438612718,1.56586128615235e-13
CitCit-GlcCit,0.98,99,-9.65735802653839,8.5354850442769e-16
GlcGlc-CitCit,0.98,100,-0.299618383216412,0.765126858668879
GlcGlc-GlcCit,0.98,100,-14.7760342439728,2.20825666672219e-30
CitCit-GlcCit,0.98,100,-10.9878752306398,2.75711529922361e-19
GlcGlc-CitCit,0.98,101,1.75662208413948,0.0812275207348486
GlcGlc-GlcCit,0.98,101,-8.11680280385244,1.66241594816741e-13
CitCit-GlcCit,0.98,101,-8.67421250461335,1.12077363447347e-14
GlcGlc-CitCit,0.98,102,-3.69924534963332,0.00027477247682413
GlcGlc-GlcCit,0.98,102,-11.4081966522372,9.05035362164573e-21
CitCit-GlcCit,0.98,102,-7.32754379909917,1.90817129966042e-11
GlcGlc-CitCit,0.98,103,1.69985521838511,0.0903309299997993
GlcGlc-GlcCit,0.98,103,-13.1274573600603,6.80179150927879e-30
CitCit-GlcCit,0.98,103,-15.2820861674067,5.70577806168208e-36
GlcGlc-CitCit,0.98,104,1.69449144108052,0.0917661050843
GlcGlc-GlcCit,0.98,104,-12.8236787913804,5.11798656873172e-29
CitCit-GlcCit,0.98,104,-15.2997717517947,1.65378061274892e-33
GlcGlc-CitCit,0.98,105,-1.3255581638133,0.186108455528527
GlcGlc-GlcCit,0.98,105,-19.6229965884273,2.58219232535338e-51
CitCit-GlcCit,0.98,105,-18.8248942950621,9.41943899127928e-47
GlcGlc-CitCit,0.98,106,0.95147935099499,0.342605438193012
GlcGlc-GlcCit,0.98,106,-13.1540432668152,1.14942422879527e-27
CitCit-GlcCit,0.98,106,-16.5145742527697,1.77229390073402e-34
GlcGlc-CitCit,0.98,107,1.04673876563314,0.297641700168361
GlcGlc-GlcCit,0.98,107,-13.6371915549335,9.11642112056755e-27
CitCit-GlcCit,0.98,107,-22.4676346191264,3.78994671393775e-31
GlcGlc-CitCit,0.98,108,1.50859080444529,0.133078902530414
GlcGlc-GlcCit,0.98,108,-15.8268181089522,5.49912201638689e-34
CitCit-GlcCit,0.98,108,-15.8391268257839,2.59290215765059e-32
GlcGlc-CitCit,0.98,109,-1.27635662121571,0.203401728573397
GlcGlc-GlcCit,0.98,109,-11.7053791381162,3.20861831104481e-21
CitCit-GlcCit,0.98,109,-9.34411507395979,2.75430395177558e-16
GlcGlc-CitCit,0.98,110,9.67347634330574,4.49535256697932e-19
GlcGlc-GlcCit,0.98,110,-10.5224815404128,1.1605295139472e-21
CitCit-GlcCit,0.98,110,-23.7322781394496,1.99260925067295e-53
GlcGlc-CitCit,0.98,111,1.02095185467428,0.308585927506616
GlcGlc-GlcCit,0.98,111,-8.99358903565167,2.83668062453841e-15
CitCit-GlcCit,0.98,111,-11.0959652401155,7.32764286003068e-19
GlcGlc-CitCit,0.98,112,-0.322670094382599,0.747362557842977
GlcGlc-GlcCit,0.98,112,-14.9288562929496,3.3666046949738e-34
CitCit-GlcCit,0.98,112,-13.9884179483822,2.41510436017058e-28
GlcGlc-CitCit,0.98,113,3.94230573093135,0.000107947641042896
GlcGlc-GlcCit,0.98,113,-6.0267584950723,5.96884605134491e-09
CitCit-GlcCit,0.98,113,-11.5842016942233,8.67985019040548e-23
GlcGlc-CitCit,0.98,114,-4.56834021007754,8.0927660730271e-06
GlcGlc-GlcCit,0.98,114,-14.1982015555677,7.50378168543921e-24
CitCit-GlcCit,0.98,114,-10.4402087922054,7.77819306071495e-17
GlcGlc-CitCit,0.98,115,1.15709140931854,0.248433295404396
GlcGlc-GlcCit,0.98,115,-13.8845683275342,1.5656387779082e-28
CitCit-GlcCit,0.98,115,-16.2782232949224,2.94707170834353e-30
GlcGlc-CitCit,0.98,116,0.304042471073257,0.761465800143941
GlcGlc-GlcCit,0.98,116,-18.5881070399615,2.42820708497862e-47
CitCit-GlcCit,0.98,116,-15.3538297129317,2.92602095585712e-34
GlcGlc-CitCit,0.98,117,1.46323629419182,0.145308979385554
GlcGlc-GlcCit,0.98,117,-6.94589845623303,6.76391078679606e-10
CitCit-GlcCit,0.98,117,-9.19752328665117,4.39460241174503e-13
GlcGlc-CitCit,0.98,118,-1.74161306651808,0.08407935085484
GlcGlc-GlcCit,0.98,118,-14.3378658989371,4.7496385331244e-31
CitCit-GlcCit,0.98,118,-9.45481018906006,1.20109002756877e-16
GlcGlc-CitCit,0.98,119,-2.1650240452103,0.0316048205602601
GlcGlc-GlcCit,0.98,119,-12.1055177877583,7.98702208315793e-25
CitCit-GlcCit,0.98,119,-8.90416300272236,7.99312448973522e-16
GlcGlc-CitCit,0.98,120,0.155696732206027,0.87644780236989
GlcGlc-GlcCit,0.98,120,-9.64851007579864,3.24542218896115e-16
CitCit-GlcCit,0.98,120,-9.38441760402145,1.3754960941522e-15
GlcGlc-CitCit,0.98,121,2.0048249874159,0.0462267345443313
GlcGlc-GlcCit,0.98,121,-9.68451774699185,1.99101358166723e-19
CitCit-GlcCit,0.98,121,-11.3211428823441,1.89360469915924e-22
GlcGlc-CitCit,0.98,122,-1.96293249002604,0.0509360939124059
GlcGlc-GlcCit,0.98,122,-19.3317323058375,8.57229234455861e-49
CitCit-GlcCit,0.98,122,-15.0289431098956,1.51442614150212e-34
GlcGlc-CitCit,0.98,123,2.76535627783734,0.00614728686090574
GlcGlc-GlcCit,0.98,123,-11.2967407316119,1.81685230973632e-23
CitCit-GlcCit,0.98,123,-17.9973055760947,8.07454686209539e-40
GlcGlc-CitCit,0.98,124,1.6681770353939,0.0966457444233656
GlcGlc-GlcCit,0.98,124,-16.2355758395667,2.27312450870879e-40
CitCit-GlcCit,0.98,124,-22.6933227692067,9.99501176598849e-55
GlcGlc-CitCit,0.98,125,-1.49111363062309,0.137378827184192
GlcGlc-GlcCit,0.98,125,-18.5466639173814,7.85470870363293e-45
CitCit-GlcCit,0.98,125,-15.5367620314743,2.40328585191998e-35
GlcGlc-CitCit,0.98,126,-1.65167687509165,0.10123969108319
